Time*,C-2DPS-2 Instron Force (kN),C-2DPS-2 Extensometer (mm/mm)
5819.5,9.937643661,0.219752302
5820,9.937854662,0.219780062
5820.5,9.937729492,0.219807689
5821,9.936148777,0.219834064
5821.5,9.937046423,0.21986187
5822,9.937497034,0.219894012
5822.5,9.937908306,0.219923248
5823,9.937765255,0.219951813
5823.5,9.936377659,0.219977071
5824,9.936542167,0.220004072
5824.5,9.936763897,0.220033978
5825,9.937185898,0.220063661
5825.5,9.936699524,0.220095982
5826,9.935587301,0.220123251
5826.5,9.935150995,0.220148956
5827,9.93575181,0.220175107
5827.5,9.936467066,0.220205148
5828,9.935859098,0.220236262
5828.5,9.935233249,0.220267241
5829,9.935243978,0.220292901
5829.5,9.935465708,0.220319634
5830,9.936052217,0.220348512
5830.5,9.935955658,0.220373993
5831,9.935344114,0.220406582
5831.5,9.935168876,0.220438366
5832,9.935125961,0.220463623
5832.5,9.935294046,0.220492323
5833,9.935183181,0.22051986
5833.5,9.934804096,0.220546906
5834,9.934321298,0.220577662
5834.5,9.934943571,0.220609133
5835,9.935150995,0.220635285
5835.5,9.935186758,0.2206647
5836,9.93498291,0.220694159
5836.5,9.934153213,0.220718657
5837,9.934997215,0.220748876
5837.5,9.935100927,0.220779364
5838,9.935186758,0.220808958
5838.5,9.935022249,0.22083502
5839,9.933395042,0.220863004
5839.5,9.933695449,0.220889782
5840,9.934739723,0.220919465
5840.5,9.934324875,0.22095031
5841,9.934181823,0.220981782
5841.5,9.932808532,0.221007173
5842,9.933148279,0.221034979
5842.5,9.933981552,0.221061533
5843,9.934771909,0.221089919
5843.5,9.933845653,0.221122687
5844,9.932543888,0.221152012
5844.5,9.933037414,0.22118022
5845,9.933294906,0.22120664
5845.5,9.933563127,0.221234669
5846,9.933452262,0.221262832
5846.5,9.93246521,0.221294348
5847,9.932450904,0.22132573
5847.5,9.932443752,0.221353178
5848,9.932479515,0.221380984
5848.5,9.932411565,0.221408968
5849,9.932379379,0.221436371
5849.5,9.932382955,0.221464982
5850,9.932404413,0.221497168
5850.5,9.932547464,0.221526896
5851,9.932422294,0.22155336
5851.5,9.931968107,0.221583982
5852,9.932236328,0.22161067
5852.5,9.932322158,0.221638565
5853,9.932404413,0.221669187
5853.5,9.932375803,0.221699943
5854,9.93172492,0.221726989
5854.5,9.930644884,0.221756627
5855,9.931188478,0.221783986
5855.5,9.932025327,0.221813043
5856,9.932121887,0.221842055
5856.5,9.931449546,0.221873393
5857,9.930226459,0.221902852
5857.5,9.931006088,0.221931194
5858,9.931742801,0.22196043
5858.5,9.931392326,0.22198609
5859,9.930702104,0.222013806
5859.5,9.92985095,0.222045278
5860,9.929901018,0.222076972
5860.5,9.929929628,0.222106208
5861,9.930222883,0.222133969
5861.5,9.929836645,0.222161462
5862,9.929611339,0.222186764
5862.5,9.929711475,0.222215821
5863,9.929715051,0.222248902
5863.5,9.929808034,0.222277959
5864,9.929715051,0.222307285
5864.5,9.929618492,0.22233442
5865,9.929707898,0.222361644
5865.5,9.929471864,0.222390612
5866,9.929711475,0.222421413
5866.5,9.929693593,0.222452526
5867,9.92929305,0.222483238
5867.5,9.92932166,0.222508674
5868,9.929375305,0.222538178
5868.5,9.929607763,0.222565984
5869,9.929407491,0.222593745
5869.5,9.928052081,0.222624501
5870,9.927748098,0.22265472
5870.5,9.928241624,0.222684582
5871,9.929339542,0.222712164
5871.5,9.929350271,0.222741177
5872,9.928338184,0.222768535
5872.5,9.927279605,0.222798352
5873,9.927529945,0.222829824
5873.5,9.928266658,0.222859104
5874,9.928534879,0.222889279
5874.5,9.927608623,0.222918202
5875,9.927086486,0.222945561
5875.5,9.927061452,0.222975289
5876,9.927297487,0.223003944
5876.5,9.927272453,0.223035862
5877,9.927029266,0.223064919
5877.5,9.926689519,0.223092144
5878,9.927000655,0.223120933
5878.5,9.926950587,0.223151912
5879,9.927100791,0.223178064
5879.5,9.926975621,0.223208507
5880,9.926124467,0.223239621
5880.5,9.926886214,0.2232706
5881,9.926954164,0.223298361
5881.5,9.926972045,0.223327821
5882,9.926943435,0.223356297
5882.5,9.925201787,0.223383745
5883,9.926067247,0.223415439
5883.5,9.926331891,0.223445972
5884,9.926814689,0.223476326
5884.5,9.925802602,0.223506098
5885,9.924693955,0.22353444
5885.5,9.925040855,0.223560949
5886,9.925613059,0.223590766
5886.5,9.926013602,0.223620852
5887,9.925330533,0.223650937
5887.5,9.924482955,0.223683481
5888,9.924250497,0.223711823
5888.5,9.924296989,0.223739003
5889,9.925044431,0.223766719
5889.5,9.924325599,0.223795777
5890,9.924175395,0.223823538
5890.5,9.924150361,0.223855903
5891,9.924200429,0.223888134
5891.5,9.924221887,0.223917281
5892,9.924296989,0.223945265
5892.5,9.924128903,0.223973473
5893,9.923535241,0.224001189
5893.5,9.924071683,0.224029486
5894,9.924186124,0.224062478
5894.5,9.924093141,0.224092697
5895,9.923828496,0.224124258
5895.5,9.923152579,0.224152466
5896,9.923542394,0.224180629
5896.5,9.923778428,0.224208211
5897,9.923592462,0.224238609
5897.5,9.92271985,0.224268605
5898,9.92172922,0.224298244
5898.5,9.921668424,0.224330654
5899,9.923156156,0.224358325
5899.5,9.922533883,0.224388321
5900,9.921915187,0.224416485
5900.5,9.921539677,0.224444558
5901,9.921607627,0.224474286
5901.5,9.921650542,0.224504059
5902,9.921689881,0.22453705
5902.5,9.921536101,0.224568432
5903,9.921496762,0.224595701
5903.5,9.921410931,0.224623596
5904,9.921543254,0.224653234
5904.5,9.921553983,0.22468095
5905,9.921432389,0.22471117
5905.5,9.920173539,0.224741881
5906,9.920645608,0.224774872
5906.5,9.921117677,0.224802231
5907,9.921310796,0.224831512
5907.5,9.921189202,0.224859988
5908,9.919658555,0.224888643
5908.5,9.919880284,0.224917834
5909,9.920123471,0.224949484
5909.5,9.920824422,0.224981358
5910,9.920184268,0.225010326
5910.5,9.919104232,0.225040009
5911,9.918914689,0.225069781
5911.5,9.918907536,0.225097185
5912,9.919061316,0.225126108
5912.5,9.919068469,0.225155925
5913,9.918603552,0.225186413
5913.5,9.918642892,0.225219314
5914,9.918696536,0.225248506
5914.5,9.918893231,0.225274836
5915,9.91877879,0.225306799
5915.5,9.918746604,0.225334202
5916,9.918059958,0.225361382
5916.5,9.918263806,0.225392272
5917,9.918689383,0.225424995
5917.5,9.918646468,0.225456869
5918,9.918399705,0.225486865
5918.5,9.916464938,0.225514268
5919,9.916890515,0.225543549
5919.5,9.917412652,0.225573724
5920,9.91724099,0.225602155
5920.5,9.916711701,0.225632509
5921,9.916150225,0.225662997
5921.5,9.916221751,0.225694334
5922,9.91644348,0.225723793
5922.5,9.917151583,0.22575446
5923,9.916275395,0.225781997
5923.5,9.915892733,0.225810876
5924,9.916032208,0.225840291
5924.5,9.916128767,0.225871807
5925,9.916143073,0.225903948
5925.5,9.916089428,0.225935107
5926,9.915109528,0.225963672
5926.5,9.915628088,0.225992193
5927,9.915567292,0.226021161
5927.5,9.915942801,0.22605147
5928,9.915842665,0.226081645
5928.5,9.914061678,0.22610802
5929,9.914394272,0.226141503
5929.5,9.915152443,0.226173019
5930,9.915574444,0.226204177
5930.5,9.915252579,0.226234128
5931,9.913546694,0.2262618
5931.5,9.913378609,0.226292288
5932,9.91367544,0.226323401
5932.5,9.913779152,0.226350626
5933,9.913714779,0.226382365
5933.5,9.913078202,0.226414373
5934,9.91318549,0.226444458
5934.5,9.913217676,0.226474186
5935,9.913342846,0.226503243
5935.5,9.913364304,0.226534715
5936,9.912784947,0.226562654
5936.5,9.912649048,0.22659189
5937,9.912988795,0.226621573
5937.5,9.913292778,0.226654073
5938,9.913171185,0.226686259
5938.5,9.912066115,0.226714244
5939,9.910986078,0.226745134
5939.5,9.911232842,0.226776247
5940,9.91134013,0.226804411
5940.5,9.911483181,0.226832216
5941,9.910606993,0.22686409
5941.5,9.910481823,0.226893728
5942,9.91059984,0.226927166
5942.5,9.910624874,0.226957654
5943,9.910710705,0.226988097
5943.5,9.910678518,0.227016037
5944,9.909923924,0.227044066
5944.5,9.910546196,0.227075269
5945,9.910546196,0.227104908
5945.5,9.910617722,0.227136513
5946,9.909855974,0.227169102
5946.5,9.90866865,0.227198651
5947,9.909054888,0.227231731
5947.5,9.90934099,0.227260252
5948,9.908704413,0.227289756
5948.5,9.908200157,0.227319261
5949,9.907921207,0.227351
5949.5,9.907885445,0.227378359
5950,9.90787114,0.227409651
5950.5,9.907931936,0.227442821
5951,9.907910479,0.227474292
5951.5,9.907763851,0.227504601
5952,9.907760275,0.227532452
5952.5,9.907856834,0.227562761
5953,9.907821072,0.227591773
5953.5,9.907903326,0.227623691
5954,9.907248867,0.227651944
5954.5,9.906429899,0.227682521
5955,9.906819714,0.227715959
5955.5,9.906304729,0.227745777
5956,9.907567156,0.22777698
5956.5,9.906015051,0.227806752
5957,9.9053141,0.227836435
5957.5,9.905392778,0.227865671
5958,9.905768288,0.227897813
5958.5,9.906057966,0.227926513
5959,9.90577544,0.227956464
5959.5,9.90516032,0.22798798
5960,9.905163896,0.228020927
5960.5,9.905181778,0.228052264
5961,9.905074489,0.228082483
5961.5,9.905110252,0.228112345
5962,9.904080284,0.228141671
5962.5,9.903443706,0.228170996
5963,9.904262674,0.228201618
5963.5,9.904870642,0.228232776
5964,9.904402149,0.228264158
5964.5,9.902606857,0.228294735
5965,9.902495992,0.228327324
5965.5,9.902746332,0.228358304
5966,9.903529537,0.228388523
5966.5,9.903100383,0.228418698
5967,9.902403009,0.228448605
5967.5,9.902313602,0.228479048
5968,9.902302873,0.228506675
5968.5,9.902413738,0.228539308
5969,9.902388704,0.228570243
5969.5,9.900890243,0.228601401
5970,9.900972498,0.228633588
5970.5,9.901219261,0.228663584
5971,9.902302873,0.228694474
5971.5,9.901848686,0.22872599
5972,9.899842393,0.228755316
5972.5,9.900328767,0.228786116
5973,9.900296581,0.228817722
5973.5,9.901787889,0.228846689
5974,9.900993955,0.228877311
5974.5,9.899738681,0.228909632
5975,9.899660003,0.228943607
5975.5,9.8997208,0.228973021
5976,9.899763715,0.22900485
5976.5,9.899638545,0.229035651
5977,9.899016273,0.229065334
5977.5,9.897989881,0.229094391
5978,9.898994815,0.229126399
5978.5,9.899466884,0.229155143
5979,9.899363172,0.229185542
5979.5,9.897646558,0.229216611
5980,9.896909845,0.229249289
5980.5,9.897707355,0.229282146
5981,9.898444068,0.229311561
5981.5,9.898172271,0.229344284
5982,9.896988523,0.229373207
5982.5,9.89682759,0.229402756
5983,9.896920574,0.229435256
5983.5,9.896916997,0.229465967
5984,9.89649142,0.229495605
5984.5,9.896709573,0.22952587
5985,9.895000112,0.229558637
5985.5,9.895550859,0.229590466
5986,9.895779741,0.229622697
5986.5,9.896101606,0.229652872
5987,9.895439994,0.229683807
5987.5,9.894302737,0.229713937
5988,9.894538772,0.229743665
5988.5,9.894295585,0.229775047
5989,9.894417178,0.229806339
5989.5,9.894284856,0.229837542
5990,9.894070279,0.229869818
5990.5,9.893766296,0.229899948
5991,9.893934381,0.229931732
5991.5,9.893408668,0.229965707
5992,9.893347871,0.229994586
5992.5,9.892081868,0.230025118
5993,9.891602647,0.230055561
5993.5,9.891563308,0.230087256
5994,9.891613376,0.230118191
5994.5,9.891874444,0.230148366
5995,9.891445291,0.23017711
5995.5,9.891366612,0.230209743
5996,9.89138807,0.230241885
5996.5,9.891531121,0.230274698
5997,9.891380918,0.23030675
5997.5,9.890683543,0.230338847
5998,9.888974082,0.230365624
5998.5,9.889156472,0.230397185
5999,9.889610659,0.230427941
5999.5,9.889392506,0.230459681
6000,9.88910998,0.230489185
6000.5,9.888698708,0.230521863
6001,9.888748776,0.230552306
6001.5,9.888770234,0.230584269
6002,9.888734471,0.230615785
6002.5,9.88868798,0.230649134
6003,9.88794769,0.230680695
6003.5,9.887804639,0.230713596
6004,9.887747418,0.23074176
6004.5,9.887979876,0.230773946
6005,9.887146603,0.230804389
6005.5,9.886113059,0.230835637
6006,9.886023652,0.230864739
6006.5,9.88597716,0.230895361
6007,9.885991465,0.230927369
6007.5,9.885959279,0.230958572
6008,9.885286938,0.230991026
6008.5,9.885447871,0.231021782
6009,9.885673176,0.231054773
6009.5,9.885995041,0.231084725
6010,9.885841261,0.231117716
6010.5,9.884378563,0.231148472
6011,9.883409392,0.231178244
6011.5,9.883548867,0.231209626
6012,9.883831393,0.231240785
6012.5,9.883280646,0.231272837
6013,9.883080374,0.23130252
6013.5,9.88281573,0.23133493
6014,9.883066069,0.231367117
6014.5,9.883212697,0.231399169
6015,9.883219849,0.231429299
6015.5,9.882679831,0.231461173
6016,9.881002556,0.23149327
6016.5,9.881667744,0.23152492
6017,9.881982457,0.231557554
6017.5,9.881453167,0.231586566
6018,9.880602013,0.231618171
6018.5,9.880340945,0.231649866
6019,9.880437504,0.231681293
6019.5,9.880458962,0.231715223
6020,9.880176436,0.231745442
6020.5,9.879861723,0.231776869
6021,9.877898346,0.231808608
6021.5,9.878281008,0.231840258
6022,9.878338228,0.231872132
6022.5,9.878348957,0.231900832
6023,9.877880465,0.231933689
6023.5,9.877808939,0.231965249
6024,9.877787481,0.231994262
6024.5,9.877766024,0.232026538
6025,9.877744566,0.232056981
6025.5,9.877640854,0.232090196
6026,9.875802647,0.232120281
6026.5,9.875877748,0.232153138
6027,9.875963579,0.232185727
6027.5,9.875466476,0.232220283
6028,9.875130306,0.232250234
6028.5,9.87463678,0.232281124
6029,9.875015865,0.232310405
6029.5,9.875015865,0.232342234
6030,9.875062357,0.232375136
6030.5,9.874987255,0.232406205
6031,9.874057423,0.232438793
6031.5,9.873689066,0.232469102
6032,9.87374271,0.232499456
6032.5,9.873420845,0.232532715
6033,9.872673403,0.232564276
6033.5,9.872229944,0.232597133
6034,9.872276436,0.232629677
6034.5,9.872237097,0.23266097
6035,9.872179876,0.232691547
6035.5,9.872240673,0.232723912
6036,9.871446739,0.232756009
6036.5,9.870631347,0.232785961
6037,9.870459686,0.232818684
6037.5,9.870574127,0.232851898
6038,9.870212923,0.232881224
6038.5,9.869748006,0.232912337
6039,9.869662176,0.232944122
6039.5,9.869501243,0.232975056
6040,9.86956204,0.233010327
6040.5,9.86959065,0.233041754
6041,9.869061361,0.233073538
6041.5,9.867062221,0.233106529
6042,9.866997848,0.233136525
6042.5,9.867158781,0.233168488
6043,9.867316137,0.233198887
6043.5,9.867087255,0.23323228
6044,9.866500745,0.233262232
6044.5,9.866865526,0.233295983
6045,9.866779695,0.233327543
6045.5,9.866768966,0.233359685
6046,9.866575847,0.233390754
6046.5,9.864351402,0.233422315
6047,9.864251266,0.233453294
6047.5,9.864115367,0.233485883
6048,9.864347825,0.233520841
6048.5,9.86412252,0.233553877
6049,9.863013873,0.233583113
6049.5,9.862684856,0.233614629
6050,9.863314281,0.233646726
6050.5,9.863772044,0.233676901
6051,9.86363257,0.233711859
6051.5,9.861729989,0.233741811
6052,9.861343751,0.233773997
6052.5,9.861408124,0.233803725
6053,9.861390243,0.233836627
6053.5,9.861440311,0.233868992
6054,9.860256562,0.233899212
6054.5,9.859838138,0.233930906
6055,9.859923968,0.233964479
6055.5,9.859687934,0.233997425
6056,9.859963307,0.234028628
6056.5,9.858582864,0.234062513
6057,9.858364711,0.234093314
6057.5,9.858575711,0.234126305
6058,9.858693728,0.23415657
6058.5,9.858683,0.234191706
6059,9.857871184,0.234222194
6059.5,9.856065163,0.234253576
6060,9.856365571,0.234284243
6060.5,9.856140265,0.234315535
6061,9.856737504,0.23434866
6061.5,9.855947146,0.234378835
6062,9.85517467,0.234411648
6062.5,9.855196128,0.234443745
6063,9.855653891,0.234476021
6063.5,9.855138907,0.234509772
6064,9.853890786,0.23454245
6064.5,9.85323275,0.234574949
6065,9.853247056,0.234608432
6065.5,9.853161225,0.234638294
6066,9.853157649,0.234670436
6066.5,9.853132615,0.234701684
6067,9.851197848,0.234734004
6067.5,9.851101288,0.234765431
6068,9.851591238,0.234800434
6068.5,9.851369509,0.2348311
6069,9.850750813,0.23486284
6069.5,9.850096354,0.234894624
6070,9.850360999,0.234925425
6070.5,9.850139269,0.234957611
6071,9.849770913,0.23499029
6071.5,9.849692234,0.235023594
6072,9.848118672,0.235057702
6072.5,9.847703823,0.23508904
6073,9.847646603,0.235123506
6073.5,9.847750315,0.235155201
6074,9.847650179,0.23518846
6074.5,9.845854887,0.235218501
6075,9.846137413,0.235248586
6075.5,9.84607304,0.235281801
6076,9.845497259,0.235315642
6076.5,9.845114597,0.235347426
6077,9.845014462,0.235377511
6077.5,9.844388613,0.235410726
6078,9.84401668,0.235443628
6078.5,9.844427952,0.235474562
6079,9.844166883,0.23550733
6079.5,9.842922338,0.235536924
6080,9.842285761,0.23556996
6080.5,9.842207083,0.235601878
6081,9.842278608,0.235636076
6081.5,9.842275032,0.235669648
6082,9.841051945,0.235701477
6082.5,9.840261587,0.235734245
6083,9.840218672,0.235765895
6083.5,9.840211519,0.235798931
6084,9.839692959,0.235829821
6084.5,9.839553484,0.235862097
6085,9.838401922,0.235894775
6085.5,9.838688024,0.235927945
6086,9.838176616,0.235960311
6086.5,9.838881143,0.235992005
6087,9.837547191,0.236023834
6087.5,9.836803325,0.236055261
6088,9.836678155,0.236088028
6088.5,9.836746105,0.236120751
6089,9.836696037,0.236153966
6089.5,9.835952171,0.236186197
6090,9.834675439,0.236218339
6090.5,9.834053167,0.236250838
6091,9.834053167,0.236284008
6091.5,9.83399237,0.236316463
6092,9.83404959,0.236348605
6092.5,9.832794317,0.236381283
6093,9.831950315,0.236413827
6093.5,9.831764348,0.236444539
6094,9.832318671,0.236476993
6094.5,9.8315605,0.236509314
6095,9.83116711,0.236542395
6095.5,9.830577024,0.236576637
6096,9.830534108,0.236608019
6096.5,9.830408939,0.236640921
6097,9.830208667,0.236674449
6097.5,9.828781732,0.236705741
6098,9.828606494,0.23673681
6098.5,9.828481324,0.236769846
6099,9.82855285,0.236801228
6099.5,9.827651628,0.236835068
6100,9.826746829,0.236867925
6100.5,9.825917132,0.236900693
6101,9.825884946,0.236934042
6101.5,9.825877793,0.236967882
6102,9.825906403,0.237000203
6102.5,9.825369962,0.237031183
6103,9.823249228,0.237061536
6103.5,9.823310025,0.237093454
6104,9.823481686,0.23712877
6104.5,9.82350672,0.237159884
6105,9.823159821,0.237195155
6105.5,9.821389563,0.237224972
6106,9.821146376,0.237257248
6106.5,9.82111419,0.237290552
6107,9.820745833,0.237323275
6107.5,9.820438273,0.23735412
6108,9.82024873,0.237387782
6108.5,9.820073493,0.237418404
6109,9.819841034,0.237452111
6109.5,9.819433339,0.237484297
6110,9.818449862,0.237518138
6110.5,9.817673809,0.237550279
6111,9.817595131,0.23758117
6111.5,9.817580826,0.237616709
6112,9.817355521,0.237650192
6112.5,9.816861994,0.237682557
6113,9.815052397,0.237714878
6113.5,9.814902193,0.23774617
6114,9.814848549,0.237779698
6114.5,9.814841397,0.237811214
6115,9.814791329,0.237843043
6115.5,9.813289291,0.237877017
6116,9.812359459,0.237909606
6116.5,9.812309391,0.237941971
6117,9.812327272,0.23797456
6117.5,9.812051899,0.238008758
6118,9.811765797,0.238041437
6118.5,9.809823877,0.238071522
6119,9.810149319,0.23810496
6119.5,9.80983103,0.238137862
6120,9.809491283,0.238171211
6120.5,9.809212334,0.238202771
6121,9.807209617,0.238234287
6121.5,9.807788975,0.238266787
6122,9.807484991,0.238300404
6122.5,9.80712021,0.238334155
6123,9.806841261,0.238368756
6123.5,9.805596716,0.238401478
6124,9.806007988,0.238433978
6124.5,9.805711156,0.238466477
6125,9.804713375,0.238498217
6125.5,9.804062492,0.238530537
6126,9.803486711,0.23856402
6126.5,9.803386575,0.238595268
6127,9.802664167,0.238628662
6127.5,9.802091962,0.238659641
6128,9.801326639,0.238693169
6128.5,9.800983316,0.23872844
6129,9.800647146,0.23875933
6129.5,9.80070079,0.238791338
6130,9.80047906,0.238824105
6130.5,9.799810296,0.238859779
6131,9.798594361,0.238889551
6131.5,9.798540717,0.238922632
6132,9.798351174,0.238954371
6132.5,9.798447734,0.238987854
6133,9.797339088,0.239022186
6133.5,9.795937186,0.239053345
6134,9.795543796,0.239086783
6134.5,9.795339948,0.239119148
6135,9.795118218,0.239153212
6135.5,9.794796353,0.239186114
6136,9.793462401,0.239217854
6136.5,9.793051129,0.239250129
6137,9.793036824,0.239284104
6137.5,9.79295457,0.239317855
6138,9.792804366,0.239351293
6138.5,9.791606312,0.239382944
