Time*,C-2DPS-2 Instron Force (kN),C-2DPS-2 Extensometer (mm/mm)
452,7.006264407,0.006194002
452.5,7.007959563,0.006199412
453,7.009157616,0.006227128
453.5,7.01112457,0.00623276
454,7.013195235,0.006260387
454.5,7.014711578,0.006268031
455,7.016009767,0.006294675
455.5,7.016828735,0.00630214
456,7.018935163,0.006327979
456.5,7.020708997,0.006334282
457,7.022000034,0.006362758
457.5,7.023087223,0.006368033
458,7.024274547,0.006395034
458.5,7.026284416,0.006402321
459,7.027804335,0.006429366
459.5,7.030068119,0.006436564
460,7.030497273,0.006463877
460.5,7.031530817,0.006470404
461,7.033465584,0.006498433
461.5,7.03562208,0.006505183
462,7.038329323,0.006530799
462.5,7.038526019,0.006539963
463,7.039037427,0.006565712
463.5,7.041233262,0.006571568
464,7.043640098,0.006597988
464.5,7.045700034,0.006607241
465,7.046683511,0.006633527
465.5,7.046790799,0.006640277
466,7.049215516,0.006667949
466.5,7.050799808,0.006674207
467,7.052949152,0.006700985
467.5,7.054647884,0.006708629
468,7.054869613,0.006737195
468.5,7.056968889,0.00674314
469,7.058824978,0.006770767
469.5,7.060759745,0.006778053
470,7.062787495,0.006804741
470.5,7.063005648,0.006813593
471,7.064235888,0.006839789
471.5,7.066474638,0.006845511
472,7.068598948,0.006872333
472.5,7.070487223,0.00688266
473,7.071077309,0.006908677
473.5,7.07208582,0.00691498
474,7.074024163,0.00694444
474.5,7.076277219,0.006950028
475,7.077332221,0.006976403
475.5,7.078916513,0.006983153
476,7.079249107,0.007011182
476.5,7.082056486,0.00702057
477,7.08413788,0.007044844
477.5,7.085124933,0.00705593
478,7.086390936,0.007079131
478.5,7.087134802,0.007090039
479,7.089788401,0.007114626
479.5,7.091383421,0.007126338
480,7.093175137,0.007148645
480.5,7.094966852,0.007160358
481,7.095363819,0.007183827
481.5,7.096787178,0.007193304
482,7.099115336,0.007218785
482.5,7.101239646,0.007230721
483,7.101550782,0.00725267
483.5,7.102584326,0.007266752
484,7.104594195,0.007287584
484.5,7.106768573,0.007302917
485,7.108764136,0.007320664
485.5,7.109636748,0.007336936
486,7.110312665,0.007355757
486.5,7.112218822,0.007371805
487,7.114361013,0.007388658
487.5,7.11629578,0.007408194
488,7.117654766,0.00742317
488.5,7.117783512,0.007444627
489,7.119664634,0.007458843
489.5,7.121978487,0.007479764
490,7.123662914,0.007491566
490.5,7.125822987,0.00751727
491,7.125876631,0.007525943
491.5,7.127514567,0.007550172
492,7.129810538,0.007560365
492.5,7.13145205,0.007583342
493,7.13301846,0.007596619
493.5,7.134112801,0.007621206
494,7.135149922,0.007629834
494.5,7.137234893,0.00765755
495,7.139251914,0.007662959
495.5,7.140550103,0.007693134
496,7.142084327,0.007699079
496.5,7.142567125,0.007723756
497,7.144963231,0.007735245
497.5,7.147205558,0.007761217
498,7.148117509,0.007770247
498.5,7.150059429,0.007797204
499,7.150352684,0.007805071
499.5,7.152934757,0.007831134
500,7.15401837,0.007839538
500.5,7.156089035,0.007865868
501,7.157780615,0.007875792
501.5,7.158431498,0.007899172
502,7.160276858,0.007911019
502.5,7.161743132,0.007934399
503,7.163985459,0.00794553
503.5,7.164754359,0.007969223
504,7.165981022,0.007981203
504.5,7.167518822,0.008003287
505,7.169550149,0.008017905
505.5,7.171935527,0.008037887
506,7.172711579,0.00805322
506.5,7.17377731,0.008071996
507,7.175114839,0.008086525
507.5,7.177521674,0.008105211
508,7.179309814,0.008125282
508.5,7.180497139,0.008140929
509,7.181058614,0.00816109
509.5,7.182818144,0.008174233
510,7.184577673,0.008195601
510.5,7.186458795,0.008209191
511,7.188500851,0.008231185
511.5,7.188947886,0.008242942
512,7.190403431,0.00826735
512.5,7.192091435,0.00827866
513,7.194212168,0.008302085
513.5,7.196025342,0.008311562
514,7.196897954,0.008337401
514.5,7.197684735,0.008345984
515,7.199733943,0.008374013
515.5,7.201722354,0.008381702
516,7.203331679,0.008409015
516.5,7.20495531,0.008417599
517,7.205266446,0.008443214
517.5,7.207469434,0.008450992
518,7.209554405,0.008477278
518.5,7.210942001,0.008486442
519,7.212812395,0.008514113
519.5,7.212955446,0.008518271
520,7.215176315,0.008548267
520.5,7.217239828,0.008554838
521,7.218709679,0.008582241
521.5,7.220690937,0.008591182
522,7.220748158,0.008615769
522.5,7.222858162,0.00862699
523,7.224735709,0.008652426
523.5,7.226806374,0.008662216
524,7.227711173,0.008686535
524.5,7.228029461,0.008698873
525,7.229999991,0.008721493
525.5,7.23234603,0.008732445
526,7.23468134,0.008755468
526.5,7.235224935,0.008771516
527,7.235568257,0.008789934
527.5,7.237781974,0.008807592
528,7.24027464,0.008824132
528.5,7.24163005,0.008845232
529,7.243200036,0.008859314
529.5,7.24347541,0.008878983
530,7.245631906,0.008893467
530.5,7.24793503,0.008915059
531,7.249490711,0.008927487
531.5,7.251418325,0.008951805
532,7.251457664,0.008961461
532.5,7.25294182,0.00898645
533,7.255234215,0.008997895
533.5,7.257040236,0.00902199
534,7.258953545,0.009030439
534.5,7.259586546,0.009057305
535,7.260555718,0.009064905
535.5,7.262519095,0.009094454
536,7.264954541,0.009100355
536.5,7.266227696,0.009129725
537,7.267690394,0.009136967
537.5,7.268083785,0.009162582
538,7.270458434,0.009171076
538.5,7.27209637,0.009196959
539,7.273387407,0.009208627
539.5,7.274746393,0.009233258
540,7.275905107,0.009240769
540.5,7.278283332,0.009267054
541,7.279302572,0.009279035
541.5,7.281326746,0.009302459
542,7.282399629,0.009314127
542.5,7.283147072,0.009336836
543,7.285092568,0.009348057
543.5,7.287080979,0.009370587
544,7.289409136,0.00938525
544.5,7.290127968,0.009405635
545,7.290503477,0.009422354
545.5,7.292667126,0.009438581
546,7.294805741,0.009456195
546.5,7.295878625,0.009473718
547,7.298035121,0.009492762
547.5,7.298095918,0.009507872
548,7.300452685,0.009527765
548.5,7.302426791,0.009543188
549,7.303950286,0.009563438
549.5,7.305924392,0.009576045
550,7.306246257,0.00960005
550.5,7.307759023,0.009610109
551,7.309529281,0.00963626
551.5,7.311464048,0.009644799
552,7.314089037,0.009669967
552.5,7.314171291,0.009678952
553,7.314908005,0.009708322
553.5,7.317057348,0.009715475
554,7.319120861,0.009742118
554.5,7.321202256,0.009751729
555,7.322461106,0.009777613
555.5,7.322625615,0.009785749
556,7.324925162,0.009812437
556.5,7.32703159,0.009820483
557,7.328383424,0.009847976
557.5,7.329831817,0.009857319
558,7.330339648,0.009882621
558.5,7.332052686,0.009892948
559,7.334048249,0.009917445
559.5,7.336097457,0.009929694
560,7.336583831,0.009951554
560.5,7.337231138,0.00996501
561,7.339273193,0.009984635
561.5,7.341705062,0.010000951
562,7.343847254,0.010019056
562.5,7.344573238,0.010036044
563,7.344558933,0.010054506
563.5,7.347087362,0.010070912
564,7.349229553,0.010088838
564.5,7.35147188,0.010108642
565,7.352083424,0.010121383
565.5,7.352609137,0.010144673
566,7.355226973,0.010156475
566.5,7.356789807,0.010179408
567,7.358041505,0.010191031
567.5,7.359346846,0.010215483
568,7.360437611,0.010225229
568.5,7.361807326,0.010251514
569,7.364078263,0.010259695
569.5,7.366281251,0.010286294
570,7.366821269,0.010296575
570.5,7.368731002,0.010322548
571,7.369410495,0.010332249
571.5,7.37129877,0.010358982
572,7.373569707,0.010366626
572.5,7.374495964,0.010393135
573,7.374646167,0.010400064
573.5,7.377163868,0.010426797
574,7.37908433,0.010436453
574.5,7.380150061,0.010462828
575,7.381598454,0.010470338
575.5,7.382878761,0.010496042
576,7.384294968,0.010506905
576.5,7.386008006,0.010531224
577,7.388114434,0.010544054
577.5,7.389641505,0.010565646
578,7.391046982,0.010579638
578.5,7.391647797,0.010599084
579,7.393639785,0.01061634
579.5,7.395295602,0.010634221
580,7.396486503,0.010650761
580.5,7.39819954,0.010668866
581,7.399039966,0.01068563
581.5,7.400860292,0.010702349
582,7.402176362,0.010722108
582.5,7.404486639,0.010736458
583,7.405448658,0.010759257
583.5,7.406410677,0.010770656
584,7.407451374,0.010792874
584.5,7.410026295,0.010805301
585,7.412003977,0.010830961
585.5,7.412901623,0.010840259
586,7.41348098,0.010866545
586.5,7.415408594,0.01087401
587,7.416821225,0.01090347
587.5,7.418394787,0.010908969
588,7.420504792,0.010936104
588.5,7.420908911,0.010943211
589,7.422185643,0.010970615
589.5,7.424131139,0.010978572
590,7.425987227,0.011006824
590.5,7.426938518,0.011012099
591,7.428708776,0.011042364
591.5,7.429545625,0.011049293
592,7.431845172,0.011075489
592.5,7.433819278,0.011082776
593,7.434681161,0.011109955
593.5,7.435603841,0.011118181
594,7.437245353,0.011145092
594.5,7.43869017,0.011157162
595,7.440499767,0.011180006
595.5,7.441937431,0.011192031
596,7.44277428,0.011213042
596.5,7.443575367,0.011224843
597,7.445495829,0.011248536
597.5,7.447641596,0.011260696
598,7.449508414,0.011282109
598.5,7.451017603,0.011298202
599,7.451149926,0.011316798
599.5,7.453653321,0.011331864
600,7.455348477,0.011350684
600.5,7.4566717,0.011369191
601,7.457876906,0.011385239
601.5,7.458717332,0.011404775
602,7.460262284,0.011418454
602.5,7.461993203,0.01144018
603,7.464142547,0.011452205
603.5,7.464686141,0.0114763
604,7.46510099,0.011486314
604.5,7.467454181,0.011509962
605,7.469621406,0.011521585
605.5,7.471051918,0.011548273
606,7.472654091,0.011557482
606.5,7.472900854,0.011583097
607,7.475404249,0.011591591
607.5,7.476713167,0.011620916
608,7.478368984,0.011626102
608.5,7.479660021,0.011653416
609,7.479892479,0.011659808
609.5,7.481258618,0.011689178
610,7.48357247,0.011696376
610.5,7.484688269,0.011723198
611,7.486558663,0.011730172
611.5,7.486855494,0.011757977
612,7.488761651,0.011764504
612.5,7.490578401,0.011793159
613,7.492151963,0.011800982
613.5,7.494619596,0.011827089
614,7.494809138,0.011837594
614.5,7.495917785,0.011861957
615,7.497580755,0.011873804
615.5,7.500069845,0.011895932
616,7.500863779,0.01190903
616.5,7.501596916,0.01193022
617,7.502637613,0.011944212
617.5,7.504590261,0.011964731
618,7.505881298,0.011981718
618.5,7.5082631,0.01199884
619,7.508788813,0.012017213
619.5,7.509532679,0.012032948
620,7.51145314,0.012053154
620.5,7.51370262,0.012067817
621,7.515129555,0.01208771
621.5,7.516366948,0.012102194
622,7.516517151,0.012123518
622.5,7.518780936,0.012136169
623,7.519503344,0.012159414
623.5,7.521438111,0.012170367
624,7.522135486,0.012196876
624.5,7.523025979,0.012205146
625,7.524724711,0.012231968
625.5,7.526909818,0.012240909
626,7.528057803,0.012267373
626.5,7.529985418,0.012275644
627,7.530217876,0.012303047
627.5,7.532560339,0.012311093
628,7.53337573,0.012336127
628.5,7.535639515,0.012344576
629,7.536369076,0.012373544
629.5,7.537484875,0.0123832
630,7.538547029,0.012406669
630.5,7.540657034,0.012416772
631,7.541976681,0.012441583
631.5,7.543857804,0.012454726
632,7.543915024,0.012477256
632.5,7.545338383,0.012491293
633,7.54730176,0.012511231
633.5,7.549275866,0.012527503
634,7.550967446,0.012544982
634.5,7.551872245,0.012564562
635,7.552483788,0.012579895
635.5,7.554826251,0.012599923
636,7.556339017,0.012613691
636.5,7.557544223,0.012637876
637,7.558499089,0.012649499
637.5,7.558996192,0.012672432
638,7.561109773,0.01268249
638.5,7.562851421,0.012707569
639,7.56482195,0.012717448
639.5,7.565479986,0.012745209
640,7.565952055,0.012752406
640.5,7.568294517,0.012781911
641,7.569699995,0.012787454
641.5,7.571216337,0.012814723
642,7.573197596,0.012822099
642.5,7.573437206,0.012852363
643,7.57522177,0.012859337
643.5,7.576473467,0.012885846
644,7.578597777,0.012893446
644.5,7.579384558,0.012920313
645,7.579373829,0.012931399
645.5,7.581873648,0.012955673
646,7.583311312,0.012966715
646.5,7.584988587,0.012989066
647,7.585746758,0.013003908
647.5,7.585803979,0.013023667
648,7.587928288,0.013038956
648.5,7.590142005,0.013058536
649,7.591554635,0.013075031
649.5,7.593081706,0.013092555
650,7.592995876,0.013113655
650.5,7.594851964,0.01312796
651,7.596450561,0.013149418
651.5,7.598453277,0.013161175
652,7.599086279,0.013187729
652.5,7.599579805,0.013195641
653,7.601418012,0.01322443
653.5,7.603188271,0.013231225
654,7.604754681,0.013257958
654.5,7.606381888,0.013267435
655,7.606732363,0.013295822
655.5,7.608162874,0.013301633
656,7.610190625,0.013329752
656.5,7.612086052,0.013337754
657,7.612397189,0.013366587
657.5,7.613863463,0.013373919
658,7.614764685,0.013399355
658.5,7.616964097,0.01341062
659,7.618033404,0.013432749
659.5,7.620154138,0.01344759
660,7.620272155,0.013469674
660.5,7.621194835,0.013484158
661,7.623108144,0.013502084
661.5,7.625014301,0.013518892
662,7.625915523,0.013536729
662.5,7.627589221,0.013555594
663,7.6280899,0.013571955
663.5,7.630353685,0.013589881
664,7.631448026,0.01360517
664.5,7.63372254,0.013629265
665,7.634144541,0.013640799
665.5,7.634541508,0.01366628
666,7.636851784,0.013674952
666.5,7.638611313,0.013700969
667,7.639580485,0.013709776
667.5,7.640864369,0.013738118
668,7.640846487,0.013745584
668.5,7.642523762,0.013773166
669,7.644927022,0.013779603
669.5,7.646772381,0.013808705
670,7.647763011,0.013816752
670.5,7.647813079,0.013843037
671,7.650112626,0.013851978
671.5,7.651607511,0.013878532
672,7.653034446,0.013887383
672.5,7.654271838,0.013911791
673,7.654257533,0.013925292
673.5,7.656027791,0.013947599
674,7.65822005,0.013959847
674.5,7.659157035,0.013980724
675,7.661184785,0.013996683
675.5,7.661213396,0.014014341
676,7.662350652,0.014031865
676.5,7.664131639,0.014050238
677,7.666592119,0.014068522
677.5,7.667314527,0.014083855
678,7.667611359,0.014105089
678.5,7.669295786,0.014117829
679,7.670801399,0.014142461
679.5,7.67282915,0.014152519
680,7.674449204,0.014177598
680.5,7.674971341,0.014186583
681,7.675203799,0.014213987
681.5,7.677860974,0.014222614
682,7.679255723,0.014250554
682.5,7.680557488,0.01425726
683,7.681133269,0.014284976
683.5,7.682009457,0.014293201
684,7.68345785,0.014317922
684.5,7.685882568,0.014329277
685,7.687352418,0.014355116
685.5,7.688328742,0.01436352
686,7.688564777,0.014389046
686.5,7.690270662,0.014397986
687,7.691804885,0.014425524
687.5,7.694047212,0.01443442
688,7.694297552,0.014459185
688.5,7.69455862,0.014469869
689,7.696607828,0.014491953
689.5,7.698113441,0.014505632
690,7.699679852,0.014526643
690.5,7.701321364,0.01454287
691,7.701861382,0.014560752
691.5,7.702995062,0.014580958
692,7.704911948,0.014595933
692.5,7.706431866,0.014615737
693,7.70781231,0.014629416
693.5,7.707873106,0.014652126
694,7.709822178,0.014664419
694.5,7.711116791,0.014689319
695,7.713291169,0.014698125
695.5,7.713709594,0.01472535
696,7.714650155,0.014733128
696.5,7.715708734,0.014759593
697,7.717400313,0.01476679
697.5,7.718955995,0.014798217
698,7.720372201,0.014803313
698.5,7.721395017,0.01483237
699,7.722078086,0.014837511
699.5,7.724148752,0.014867105
700,7.725743772,0.014872961
700.5,7.726963283,0.014901839
701,7.72714925,0.014911182
701.5,7.72812915,0.014936574
702,7.730042459,0.014942966
702.5,7.732152464,0.014972024
703,7.732849838,0.014980964
703.5,7.733039381,0.015004568
704,7.73409796,0.015018381
704.5,7.735850336,0.01503899
705,7.737981799,0.015052535
705.5,7.740005972,0.015072919
706,7.74073911,0.015090399
706.5,7.74076772,0.015107252
707,7.742616656,0.015125714
707.5,7.744086507,0.015141673
708,7.746171477,0.015163533
708.5,7.746400359,0.015175603
709,7.746890309,0.015198581
709.5,7.749357942,0.015209086
710,7.751153234,0.015234433
710.5,7.751940015,0.015244715
711,7.75226188,0.015271761
711.5,7.753495696,0.01527936
712,7.754822496,0.015305691
712.5,7.756878856,0.015312932
713,7.758330825,0.015341319
713.5,7.759536031,0.015348114
714,7.759915117,0.01537735
714.5,7.76142073,0.015384056
715,7.762643818,0.015413381
715.5,7.764889721,0.015418343
716,7.765393976,0.015446149
716.5,7.765959028,0.015455045
717,7.767428879,0.015481643
717.5,7.768705611,0.015490629
718,7.770854954,0.015517049
718.5,7.771033768,0.015527196
719,7.772385602,0.015550844
719.5,7.77362657,0.015561305
720,7.775783066,0.015583254
720.5,7.776741509,0.015597694
721,7.778483157,0.015619464
721.5,7.779051785,0.015634038
722,7.779302125,0.015652903
722.5,7.781555181,0.015674092
723,7.782710319,0.015687458
723.5,7.784459119,0.015708782
724,7.78463078,0.015721746
724.5,7.785235172,0.015744187
725,7.787227159,0.015757062
725.5,7.788768535,0.01578071
726,7.789873605,0.015790679
726.5,7.791132456,0.01581683
727,7.792069441,0.015826441
727.5,7.792984968,0.015852638
728,7.795187956,0.015860371
728.5,7.796278721,0.015888579
729,7.797780758,0.015895374
729.5,7.798131233,0.015923984
730,7.79957605,0.015929617
730.5,7.800942189,0.01595854
731,7.802351242,0.015966497
731.5,7.803688771,0.015994527
732,7.803560025,0.016004227
732.5,7.804936892,0.016028904
733,7.80667854,0.016040705
733.5,7.808910138,0.016063459
734,7.80916763,0.016074769
734.5,7.810151107,0.016096808
735,7.811653144,0.016111024
735.5,7.812897689,0.016130738
736,7.814657218,0.016147725
736.5,7.815765865,0.016165428
737,7.8164239,0.016185902
737.5,7.817353732,0.016199269
738,7.819224126,0.016220771
738.5,7.820515163,0.016233333
739,7.822389133,0.016257204
739.5,7.822217472,0.016267754
740,7.82291127,0.0162948
740.5,7.824524172,0.016301952
741,7.826709278,0.01633025
741.5,7.828100451,0.016338341
742,7.828247078,0.016365565
742.5,7.829352148,0.016372718
743,7.831000813,0.016401507
743.5,7.832635172,0.016409643
744,7.833725937,0.016436912
744.5,7.834062107,0.016444914
745,7.834873923,0.016472094
745.5,7.836554774,0.016481258
746,7.838636168,0.016507186
746.5,7.839176186,0.016517334
747,7.840449342,0.01654049
747.5,7.840874919,0.01655189
748,7.842369803,0.016575359
748.5,7.84461213,0.016590871
749,7.845792302,0.016609781
749.5,7.846879491,0.016626768
750,7.847219238,0.016644113
750.5,7.84932209,0.016665034
751,7.850155362,0.016677238
751.5,7.851582298,0.016699858
752,7.852730283,0.01671166
752.5,7.852808961,0.016737677
753,7.854911813,0.01674635
753.5,7.855784425,0.016773038
754,7.857286463,0.016781621
754.5,7.858237753,0.01680889
755,7.858573923,0.016815595
755.5,7.860215435,0.016844206
756,7.861753235,0.016852342
756.5,7.863233814,0.016880952
757,7.864156494,0.016887658
757.5,7.864735852,0.016913898
758,7.864771614,0.016926773
758.5,7.866370211,0.0169506
759,7.866606245,0.016964905
759.5,7.868412266,0.016984932
760,7.869113217,0.017003797
760.5,7.869735489,0.017019086
761,7.871477137,0.017039873
761.5,7.87261797,0.017054536
762,7.874459754,0.017077066
762.5,7.874760161,0.017087482
763,7.875475417,0.017115914
763.5,7.877249251,0.017124631
764,7.878876458,0.017152213
764.5,7.880035173,0.017162048
765,7.880653869,0.017189451
765.5,7.881712448,0.017196156
766,7.88279606,0.017222978
766.5,7.885117065,0.017233886
767,7.885642778,0.017257713
767.5,7.886908781,0.01727242
768,7.887398731,0.017291822
768.5,7.888532411,0.017308451
769,7.890645992,0.017326735
769.5,7.891886961,0.017348595
770,7.892924082,0.017361425
770.5,7.893303167,0.017385699
771,7.894651425,0.017394506
771.5,7.896325123,0.017424412
772,7.898116839,0.017431833
772.5,7.89915396,0.017460041
773,7.899207604,0.0174684
773.5,7.900602353,0.017497681
774,7.901778948,0.017505147
774.5,7.903213036,0.017532282
775,7.904550565,0.017542742
775.5,7.904579175,0.017567598
776,7.905408871,0.017581992
776.5,7.907257808,0.017601796
777,7.909174693,0.017616503
777.5,7.910097373,0.017634832
778,7.910218967,0.017655306
778.5,7.911738885,0.017670639
779,7.913072837,0.017692544
779.5,7.91516496,0.01770515
780,7.915654911,0.017731615
780.5,7.915758623,0.017738722
781,7.916656269,0.017766975
781.5,7.918308509,0.017774172
782,7.920497192,0.017804392
782.5,7.921090854,0.017810427
783,7.921477093,0.017838858
783.5,7.9225464,0.017847575
784,7.923862471,0.017874576
784.5,7.926086916,0.017882802
785,7.926655544,0.01790721
785.5,7.927853598,0.017922499
786,7.928912176,0.01794181
