Time (sec),Instron Force (kN),Extensometer (mm/mm)
7460,9.678241848,0.296021223
7460.5,9.67812383,0.296065408
7461,9.677995084,0.296093822
7461.5,9.677276252,0.296122361
7462,9.675470232,0.296161351
7462.5,9.673928855,0.296196148
7463,9.673313735,0.296223936
7463.5,9.672848819,0.296259547
7464,9.672677158,0.296298224
7464.5,9.672054885,0.296325887
7465,9.669987796,0.296357242
7465.5,9.669901965,0.296400738
7466,9.669851897,0.296426773
7466.5,9.66955149,0.296454311
7467,9.667487977,0.296496931
7467.5,9.666018126,0.296530727
7468,9.665227769,0.296556637
7468.5,9.664734242,0.296594501
7469,9.664551852,0.296634618
7469.5,9.663339493,0.296661467
7470,9.661669371,0.296690569
7470.5,9.661061404,0.296736193
7471,9.660989878,0.296762416
7471.5,9.660642979,0.296789515
7472,9.659051535,0.296831885
7472.5,9.657506583,0.296866182
7473,9.656641123,0.296891404
7473.5,9.656319258,0.296929831
7474,9.656244156,0.296969071
7474.5,9.654849407,0.296997485
7475,9.65347254,0.29702665
7475.5,9.652889607,0.297068957
7476,9.652478334,0.29709687
7476.5,9.651316044,0.297125283
7477,9.650768873,0.29716684
7477.5,9.648691055,0.297199759
7478,9.648140308,0.297226859
7478.5,9.648093817,0.297261969
7479,9.647929308,0.297303713
7479.5,9.646205541,0.297329185
7480,9.645411607,0.297359476
7480.5,9.643473264,0.297403661
7481,9.64290106,0.29743245
7481.5,9.642682907,0.297460551
7482,9.642375347,0.297501356
7482.5,9.640125867,0.297536842
7483,9.63936412,0.297563378
7483.5,9.638938543,0.297597987
7484,9.638280507,0.29763898
7484.5,9.63718259,0.297666079
7485,9.635780688,0.29769393
7485.5,9.634478923,0.297731105
7486,9.634461041,0.297759393
7486.5,9.634321566,0.297789935
7487,9.633438226,0.297832367
7487.5,9.63177168,0.297862408
7488,9.630351897,0.29788957
7488.5,9.629228945,0.297930626
7489,9.629082318,0.297962732
7489.5,9.628756877,0.297993336
7490,9.627093907,0.298028634
7490.5,9.626085396,0.298068438
7491,9.625084038,0.298091594
7491.5,9.62387168,0.298124138
7492,9.623574848,0.298167134
7492.5,9.623245831,0.298195673
7493,9.621375437,0.298222834
7493.5,9.620974894,0.298265955
7494,9.620495672,0.298297811
7494.5,9.619476433,0.29832804
7495,9.61818182,0.298361773
7495.5,9.616962309,0.29840358
7496,9.615614052,0.298431492
7496.5,9.615327949,0.29845953
7497,9.615174169,0.298503653
7497.5,9.613564844,0.298533944
7498,9.612323875,0.29855879
7498.5,9.610356922,0.298600033
7499,9.61000287,0.298637459
7499.5,9.60994565,0.298664246
7500,9.609466428,0.298696977
7500.5,9.607356424,0.298739097
7501,9.607084626,0.298766947
7501.5,9.605443114,0.298795423
7502,9.604881639,0.298839921
7502.5,9.604509706,0.298873091
7503,9.603354567,0.298898063
7503.5,9.601748818,0.298935363
7504,9.601491326,0.298973728
7504.5,9.600511426,0.299000952
7505,9.599274033,0.299032182
7505.5,9.598390692,0.299077494
7506,9.596427315,0.299104781
7506.5,9.596244925,0.299130878
7507,9.595833653,0.299174876
7507.5,9.595082634,0.299205167
7508,9.593598479,0.299234018
7508.5,9.592135781,0.299271444
7509,9.590955609,0.299308807
7509.5,9.590873354,0.299339349
7510,9.590719574,0.299366636
7510.5,9.588545197,0.299413324
7511,9.587086075,0.299442238
7511.5,9.586013191,0.299469212
7512,9.58528363,0.299508578
7512.5,9.585294359,0.299546317
7513,9.583681457,0.299573979
7513.5,9.581964843,0.299604396
7514,9.581013553,0.299648393
7514.5,9.580158823,0.299674804
7515,9.579922788,0.29970497
7515.5,9.578996532,0.299746463
7516,9.577616088,0.299779633
7516.5,9.577072494,0.299807171
7517,9.576228492,0.299847288
7517.5,9.575463168,0.299886716
7518,9.574297301,0.299911687
7518.5,9.572273128,0.29994323
7519,9.571604363,0.299986414
7519.5,9.571017854,0.300015391
7520,9.569379918,0.300044242
7520.5,9.568954341,0.300084609
7521,9.567724101,0.300116966
7521.5,9.566268555,0.300144941
7522,9.566053979,0.300181053
7522.5,9.565367333,0.300222359
7523,9.564373127,0.300249708
7523.5,9.563325278,0.300277308
7524,9.560829035,0.300322307
7524.5,9.560804001,0.300351534
7525,9.560453526,0.300383077
7525.5,9.558736912,0.300420252
7526,9.557953707,0.300456864
7526.5,9.555539719,0.300482712
7527,9.555146328,0.300515256
7527.5,9.55509626,0.30055894
7528,9.55358707,0.30058629
7528.5,9.552585712,0.300617958
7529,9.55060803,0.300658075
7529.5,9.549910656,0.300692434
7530,9.549789062,0.300718845
7530.5,9.549549451,0.300754581
7531,9.547768465,0.300797013
7531.5,9.545851579,0.300822923
7532,9.545093408,0.300852276
7532.5,9.544360271,0.300896836
7533,9.543820253,0.30092719
7533.5,9.541781774,0.300954602
7534,9.540501466,0.30099403
7534.5,9.53896009,0.301029641
7535,9.538795581,0.301056678
7535.5,9.53852736,0.301090661
7536,9.536292186,0.30113203
7536.5,9.535415997,0.301159818
7537,9.533795943,0.301188544
7537.5,9.533513417,0.301232291
7538,9.533391823,0.301264773
7538.5,9.531589379,0.301292498
7539,9.530366291,0.301326982
7539.5,9.528184761,0.301368976
7540,9.528016676,0.30139376
7540.5,9.527680506,0.30142305
7541,9.52567779,0.301468924
7541.5,9.524554838,0.301499153
7542,9.522548546,0.301526753
7542.5,9.522455562,0.301566682
7543,9.522115816,0.301599977
7543.5,9.520066608,0.3016262
7544,9.519769777,0.301663751
7544.5,9.51747023,0.301706246
7545,9.517309297,0.301734034
7545.5,9.516969551,0.30176032
7546,9.515703548,0.301803441
7546.5,9.514276613,0.301837675
7547,9.51229893,0.301863147
7547.5,9.511572946,0.301900635
7548,9.511150945,0.301938874
7548.5,9.509219754,0.3019671
7549,9.508593905,0.301997516
7549.5,9.506348002,0.302041513
7550,9.506126273,0.302070866
7550.5,9.505514729,0.302096463
7551,9.504338134,0.302140147
7551.5,9.50341903,0.302177698
7552,9.501530755,0.302199102
7552.5,9.5006796,0.302237029
7553,9.500404227,0.302280087
7553.5,9.499098885,0.302306122
7554,9.497868645,0.302335162
7554.5,9.496030438,0.302379597
7555,9.495018351,0.302411953
7555.5,9.493566382,0.302439553
7556,9.492482769,0.302475477
7556.5,9.492271769,0.302512778
7557,9.490186798,0.30254188
7557.5,9.489446508,0.302570919
7558,9.487933742,0.302614979
7558.5,9.487086164,0.302646334
7559,9.486889469,0.302673746
7559.5,9.485398161,0.302713738
7560,9.484214412,0.30274841
7560.5,9.483112918,0.302776761
7561,9.481639491,0.302808178
7561.5,9.481170999,0.302852926
7562,9.478989469,0.30288303
7562.5,9.477340804,0.302909691
7563,9.476089107,0.302951247
7563.5,9.476006852,0.302984981
7564,9.475001918,0.303014145
7564.5,9.473160134,0.303047503
7565,9.471064435,0.303087119
7565.5,9.470671044,0.303116909
7566,9.470524417,0.3031467
7566.5,9.469637499,0.303188319
7567,9.467806445,0.303219987
7567.5,9.465778694,0.303246085
7568,9.465210066,0.3032852
7568.5,9.464820252,0.303320936
7569,9.463278876,0.303348474
7569.5,9.461805449,0.303383396
7570,9.459659681,0.303425891
7570.5,9.459244833,0.30345274
7571,9.458561764,0.303478963
7571.5,9.456866607,0.303523211
7572,9.456094131,0.303556068
7572.5,9.45395194,0.303582604
7573,9.454062805,0.303619466
7573.5,9.452435598,0.303659583
7574,9.451516494,0.303689561
7574.5,9.450626001,0.303719477
7575,9.448297843,0.30376266
7575.5,9.44737874,0.303791387
7576,9.445987567,0.303820802
7576.5,9.445576295,0.303859667
7577,9.44356285,0.303895653
7577.5,9.441821202,0.303925131
7578,9.440576657,0.303956361
7578.5,9.440319165,0.304000733
7579,9.439453706,0.304026456
7579.5,9.437812194,0.304053805
7580,9.436567648,0.304096113
7580.5,9.434901102,0.304129345
7581,9.434690102,0.304157195
7581.5,9.433112963,0.304194559
7582,9.432133063,0.304237429
7582.5,9.430130346,0.304263465
7583,9.428857191,0.30429169
7583.5,9.427770002,0.304337941
7584,9.426779373,0.30436698
7584.5,9.425459726,0.304394204
7585,9.424022062,0.304435448
7585.5,9.421965702,0.304471059
7586,9.4213327,0.304499159
7586.5,9.420799835,0.304529075
7587,9.419279916,0.304572571
7587.5,9.418435914,0.304602862
7588,9.416079147,0.3046304
7588.5,9.4157394,0.304670892
7589,9.414498431,0.304707629
7589.5,9.413210971,0.304737733
7590,9.412191731,0.304769651
7590.5,9.410099608,0.304810957
7591,9.40802179,0.304839058
7591.5,9.407614094,0.304866032
7592,9.406905991,0.304911281
7592.5,9.404992682,0.304941759
7593,9.403354746,0.30496817
7593.5,9.402260405,0.305005659
7594,9.401877743,0.30504878
7594.5,9.401080233,0.305073563
7595,9.399370772,0.305103354
7595.5,9.39701758,0.305148665
7596,9.396484715,0.305179394
7596.5,9.394725185,0.305207307
7597,9.394024235,0.305247111
7597.5,9.392786842,0.305284537
7598,9.390644651,0.305312262
7598.5,9.389239173,0.30534199
7599,9.388477426,0.3053863
7599.5,9.387883764,0.305417905
7600,9.386610608,0.305444879
7600.5,9.384522062,0.305484746
7601,9.383066516,0.305520044
7601.5,9.382594447,0.305547581
7602,9.38137136,0.305581127
7602.5,9.380337815,0.305626501
7603,9.378470998,0.305654664
7603.5,9.376943927,0.3056812
7604,9.375216584,0.30572357
7604.5,9.374841075,0.305761621
7605,9.37365375,0.305787657
7605.5,9.371322016,0.305820013
7606,9.36937652,0.305863822
7606.5,9.369097571,0.305891485
7607,9.36732016,0.305920211
7607.5,9.366576294,0.305963833
7608,9.365142206,0.305996315
7608.5,9.363203863,0.306026418
7609,9.361898521,0.30606084
7609.5,9.361222605,0.306102834
7610,9.360564569,0.306131874
7610.5,9.358197073,0.306161601
7611,9.355797389,0.306201405
7611.5,9.355611423,0.306238143
7612,9.354799608,0.306262488
7612.5,9.353218892,0.306300665
7613,9.351108888,0.306341533
7613.5,9.349292138,0.306368882
7614,9.347807982,0.306397421
7614.5,9.347461083,0.306440104
7615,9.346760133,0.306471897
7615.5,9.344750264,0.30650175
7616,9.342661717,0.306537736
7616.5,9.341971495,0.306577791
7617,9.340751984,0.30660877
7617.5,9.339335778,0.306635431
7618,9.337840893,0.306681932
7618.5,9.335945465,0.306709907
7619,9.334014275,0.306738634
7619.5,9.333660223,0.306777061
7620,9.331957914,0.306814549
7620.5,9.330913641,0.306844215
7621,9.328456737,0.306874568
7621.5,9.327340938,0.306917063
7622,9.326307394,0.306946604
7622.5,9.325588562,0.306974391
7623,9.323746778,0.307016386
7623.5,9.322065927,0.307050557
7624,9.320213414,0.307079283
7624.5,9.319548227,0.307113517
7625,9.317738629,0.307156951
7625.5,9.317248679,0.30718718
7626,9.315006352,0.307212214
7626.5,9.313593722,0.307254146
7627,9.312013007,0.307290007
7627.5,9.311272717,0.307317857
7628,9.309227086,0.307350777
7628.5,9.307860947,0.307395337
7629,9.306380368,0.307420621
7629.5,9.304935551,0.307449098
7630,9.303812599,0.307494096
7630.5,9.303032971,0.307526202
7631,9.301069593,0.307553677
7631.5,9.298541164,0.307590915
7632,9.298108435,0.307631157
7632.5,9.296792364,0.30765713
7633,9.29559431,0.307689173
7633.5,9.293423509,0.307733108
7634,9.291796302,0.30776271
7634.5,9.290186977,0.307792626
7635,9.289536094,0.307828174
7635.5,9.287669276,0.307869292
7636,9.286889648,0.307898269
7636.5,9.284736728,0.307926996
7637,9.283545827,0.307971055
7637.5,9.281936501,0.308001159
7638,9.281657552,0.30802951
7638.5,9.279447411,0.308067248
7639,9.276851033,0.308104612
7639.5,9.276314591,0.30813265
7640,9.274311875,0.308164881
7640.5,9.273746823,0.308209817
7641,9.272487973,0.308238293
7641.5,9.26989517,0.308266769
7642,9.26832876,0.308308513
7642.5,9.266984079,0.308343748
7643,9.265721653,0.308371599
7643.5,9.264963482,0.308404393
7644,9.26258168,0.308448265
7644.5,9.260328624,0.308476554
7645,9.260071132,0.30850528
7645.5,9.258240077,0.308546336
7646,9.257456872,0.308580757
7646.5,9.25532541,0.308609171
7647,9.252904269,0.308640714
7647.5,9.252113912,0.308684961
7648,9.251563165,0.308714251
7648.5,9.24942455,0.308742915
7649,9.247371766,0.308783282
7649.5,9.245075795,0.308818517
7650,9.243770453,0.308844052
7650.5,9.243627402,0.308880101
7651,9.242472264,0.308924849
7651.5,9.240433785,0.308953263
7652,9.23814139,0.308981801
7652.5,9.23675737,0.309024609
7653,9.235570045,0.309057466
7653.5,9.234718891,0.309086193
7654,9.232544513,0.309119738
7654.5,9.22999105,0.30916117
7655,9.229551168,0.309189145
7655.5,9.227369638,0.309217621
7656,9.22670445,0.309260241
7656.5,9.224823327,0.30929072
7657,9.222559543,0.309317381
7657.5,9.221386523,0.309359626
7658,9.21963057,0.309394549
7658.5,9.218968959,0.309422524
7659,9.216991277,0.309454693
7659.5,9.214405627,0.309495811
7660,9.213572354,0.309528668
7660.5,9.212073893,0.309558208
7661,9.210968823,0.309597198
7661.5,9.209352345,0.309635125
7662,9.207210154,0.309662161
7662.5,9.205479235,0.309693829
7663,9.203809113,0.309738515
7663.5,9.202739805,0.309767304
7664,9.200919479,0.309794967
7664.5,9.199145645,0.309834958
7665,9.197371811,0.309871883
7665.5,9.196216672,0.309900172
7666,9.194600194,0.309932591
7666.5,9.193570226,0.309977214
7667,9.191621154,0.310008506
7667.5,9.18916425,0.31003498
7668,9.188005536,0.310074346
7668.5,9.186410516,0.310113148
7669,9.185019343,0.310138307
7669.5,9.183367102,0.310170538
7670,9.181085436,0.310215662
7670.5,9.18003401,0.310243888
7671,9.177988379,0.310270111
7671.5,9.176987021,0.31031198
7672,9.175206034,0.310348968
7672.5,9.172920792,0.310377319
7673,9.171436636,0.310410551
7673.5,9.169920294,0.310454298
7674,9.16912636,0.310484339
7674.5,9.167202322,0.31051269
7675,9.165124504,0.310552744
7675.5,9.163404314,0.310588731
7676,9.16174492,0.310621024
7676.5,9.160672036,0.310649626
7677,9.158944694,0.310694624
7677.5,9.156519977,0.310724978
7678,9.154288379,0.310750137
7678.5,9.15341219,0.310791005
7679,9.151931611,0.310830559
7679.5,9.150669184,0.310856156
7680,9.148248044,0.310888137
7680.5,9.145987835,0.310929818
7681,9.145201054,0.31096399
7681.5,9.143030253,0.31098846
7682,9.142032471,0.311029954
7682.5,9.139843788,0.311066066
7683,9.137268867,0.311094792
7683.5,9.136356916,0.311127399
7684,9.134618845,0.311170082
7684.5,9.133799877,0.311199872
7685,9.131160583,0.311229349
7685.5,9.128979053,0.311270092
7686,9.127755965,0.311306892
7686.5,9.12635764,0.311336557
7687,9.125288333,0.311367161
7687.5,9.123135413,0.311410282
7688,9.120771493,0.311440886
7688.5,9.119144286,0.311468611
7689,9.118107165,0.311508791
7689.5,9.116533602,0.311548595
7690,9.114759768,0.311577384
7690.5,9.112073982,0.311606361
7691,9.110085571,0.311651234
7691.5,9.108969772,0.311681025
7692,9.107338989,0.311709626
7692.5,9.105032289,0.311747615
7693,9.102639759,0.311788608
7693.5,9.101481044,0.311815707
7694,9.100343788,0.31184506
7694.5,9.098770225,0.311889557
7695,9.096556508,0.311920224
7695.5,9.093999469,0.311949639
7696,9.093180501,0.311987315
7696.5,9.091127717,0.31203006
7697,9.089943969,0.312058599
7697.5,9.087830388,0.312088327
7698,9.085434281,0.312129758
7698.5,9.08344587,0.31216637
7699,9.082326495,0.31219178
7699.5,9.080209337,0.312228267
7700,9.07862147,0.312270762
7700.5,9.07637199,0.312299989
7701,9.07434424,0.312327839
7701.5,9.07339295,0.312372525
7702,9.071479641,0.312406008
7702.5,9.069970451,0.312435673
7703,9.067724548,0.312467842
7703.5,9.066029392,0.312512715
7704,9.063715539,0.31254044
7704.5,9.06278213,0.312571357
7705,9.060428939,0.312609534
7705.5,9.058204493,0.312649275
7706,9.055783353,0.312674747
7706.5,9.054646096,0.312706415
7707,9.052589736,0.312751101
7707.5,9.051674208,0.312782143
7708,9.049428305,0.312811057
7708.5,9.046835503,0.312849297
7709,9.04603084,0.312889351
7709.5,9.044056734,0.312919392
7710,9.042286476,0.312948055
7710.5,9.040305218,0.312991927
7711,9.037494262,0.313025473
7711.5,9.035999378,0.313053949
7712,9.034150442,0.313087745
7712.5,9.032759269,0.313130177
7713,9.030634959,0.313160281
7713.5,9.027849038,0.313188381
7714,9.026286204,0.313230939
7714.5,9.024980862,0.313265486
7715,9.023085435,0.31329634
7715.5,9.02140816,0.313327633
7716,9.018407662,0.313370503
7716.5,9.017002184,0.313401546
7717,9.015349943,0.313431086
7717.5,9.014033873,0.313470326
7718,9.012106258,0.313506187
7718.5,9.0093561,0.313536917
7719,9.007371265,0.313567083
7719.5,9.005776245,0.313612081
7720,9.00360902,0.31364475
7720.5,9.002074796,0.313672726
7721,8.99905284,0.313711028
7721.5,8.997572261,0.313748391
7722,8.995447951,0.313775803
7722.5,8.994332152,0.313809474
7723,8.992397385,0.313851906
7723.5,8.990323144,0.313886954
7724,8.98753007,0.313912614
7724.5,8.986560898,0.313948663
7725,8.98445447,0.313990219
7725.5,8.98294528,0.314020134
7726,8.980145054,0.314048047
7726.5,8.97799571,0.314091043
7727,8.975917892,0.314127468
7727.5,8.974040346,0.314154504
7728,8.972824411,0.314187987
7728.5,8.970170812,0.314232172
7729,8.967556552,0.314263089
7729.5,8.965879277,0.314288373
7730,8.964774207,0.314330931
7730.5,8.962488965,0.314368857
7731,8.960597113,0.314395268
7731.5,8.957410649,0.314427374
7732,8.956545189,0.314470996
7732.5,8.954438761,0.314502977
7733,8.953233555,0.314532642
7733.5,8.950833872,0.314569567
7734,8.94765456,0.314610122
7734.5,8.945709064,0.314631151
7735,8.943899467,0.314666198
7735.5,8.942468956,0.314709006
7736,8.940087154,0.314740424
7736.5,8.937222555,0.314766522
7737,8.93514116,0.314807515
7737.5,8.934079005,0.314843501
7738,8.932208612,0.31487617
7738.5,8.930112912,0.314906837
7739,8.927530839,0.314949708
7739.5,8.925324275,0.31498244
7740,8.923850848,0.31501248
7740.5,8.921726538,0.315047403
7741,8.919241024,0.31508777
7741.5,8.916498018,0.315116622
7742,8.915235592,0.315146662
7742.5,8.912914587,0.315189846
7743,8.910722328,0.315223642
7743.5,8.909302545,0.315253244
7744,8.906842065,0.315287791
7744.5,8.904324365,0.315330537
7745,8.902182174,0.31536039
7745.5,8.900948358,0.315386926
7746,8.898906302,0.315427981
7746.5,8.89634211,0.315466721
7747,8.893810105,0.315495448
7747.5,8.89216144,0.315525489
7748,8.890112233,0.315569486
7748.5,8.887902092,0.315603532
7749,8.885055374,0.315632822
7749.5,8.882870268,0.315668057
7750,8.880509924,0.315708487
7750.5,8.879390548,0.315737839
7751,8.877001594,0.31576763
7751.5,8.874537538,0.315810125
7752,8.872348855,0.315843983
7752.5,8.870421241,0.315877716
7753,8.868708203,0.315909822
7753.5,8.866573165,0.315951817
7754,8.863923142,0.315985863
7754.5,8.861316035,0.316011648
7755,8.859159539,0.316048823
7755.5,8.857221196,0.316092007
7756,8.855175564,0.316120921
7756.5,8.852675745,0.316149585
7757,8.849929163,0.316193019
7757.5,8.847962209,0.316226377
7758,8.846163341,0.316255416
7758.5,8.844278642,0.31628965
7759,8.841878959,0.316333021
7759.5,8.839332648,0.316362436
7760,8.836743423,0.316391413
7760.5,8.83473713,0.316432344
7761,8.833292313,0.316469519
7761.5,8.830914088,0.316502063
7762,8.828088828,0.316529913
7762.5,8.825724907,0.316574098
7763,8.823368139,0.31660633
7763.5,8.821662254,0.316636183
7764,8.819276876,0.316671793
7764.5,8.816637583,0.316714476
7765,8.81432373,0.316746707
7765.5,8.812009878,0.316773932
7766,8.810196704,0.316814362
7766.5,8.808161802,0.316852351
7767,8.805844373,0.316882892
7767.5,8.803187198,0.316913809
7768,8.800959176,0.316957869
7768.5,8.798842019,0.31699204
7769,8.796739167,0.317022018
7769.5,8.794271534,0.317054062
7770,8.79052717,0.317098372
7770.5,8.788874929,0.317127849
7771,8.787236994,0.317158641
7771.5,8.784883802,0.317197068
7772,8.782122915,0.317237874
7772.5,8.779490774,0.317265849
7773,8.77728421,0.317295076
7773.5,8.775692765,0.317340137
7774,8.773657863,0.317373182
7774.5,8.770893399,0.317403473
7775,8.767592494,0.31743777
7775.5,8.765514676,0.317480515
7776,8.76338679,0.317509242
7776.5,8.761788193,0.317538531
7777,8.758644644,0.317580651
7777.5,8.75557262,0.31761864
7778,8.7532087,0.317645614
7778.5,8.751052204,0.317678784
7779,8.749074522,0.317723219
