Time (sec),Instron Force (kN),Extensometer (mm/mm)
7023.5,9.985161679,0.268288674
7024,9.984110253,0.268306761
7024.5,9.984174626,0.268340306
7025,9.984138863,0.268373288
7025.5,9.984210389,0.268392001
7026,9.984414237,0.268435122
7026.5,9.983913558,0.268455838
7027,9.983999388,0.268484126
7027.5,9.984174626,0.268520613
7028,9.984081643,0.268537574
7028.5,9.984267609,0.268579318
7029,9.984110253,0.268605353
7029.5,9.983480828,0.268627383
7030,9.983899253,0.268667625
7030.5,9.984146016,0.268688841
7031,9.984235423,0.268723388
7031.5,9.983344929,0.26875418
7032,9.981817858,0.268773832
7032.5,9.982711928,0.268817266
7033,9.983724015,0.268838106
7033.5,9.983981507,0.268867521
7034,9.982822793,0.268904321
7034.5,9.981538909,0.268917527
7035,9.98253669,0.268961649
7035.5,9.983502286,0.268985682
7036,9.983909981,0.269011154
7036.5,9.982618945,0.269054587
7037,9.981553214,0.269067355
7037.5,9.981871503,0.269106345
7038,9.982558148,0.26913576
7038.5,9.982061045,0.269158291
7039,9.981653349,0.269199847
7039.5,9.98124923,0.269221501
7040,9.981413739,0.269252856
7040.5,9.981456654,0.269288154
7041,9.981771367,0.269307305
7041.5,9.981420891,0.26934786
7042,9.980938094,0.269369389
7042.5,9.981342213,0.269394924
7043,9.98140301,0.269437857
7043.5,9.981445925,0.269456257
7044,9.981335061,0.269491555
7044.5,9.98069133,0.269521346
7045,9.980687754,0.269540496
7045.5,9.98130645,0.269585683
7046,9.981320756,0.269604083
7046.5,9.981027501,0.269634123
7047,9.979858057,0.269672613
7047.5,9.979289429,0.269688322
7048,9.98048033,0.269729941
7048.5,9.98099889,0.26975485
7049,9.980719941,0.269777318
7049.5,9.979332344,0.269820251
7050,9.979593413,0.269838651
7050.5,9.979471819,0.269872697
7051,9.979936736,0.269907369
7051.5,9.979847329,0.269925143
7052,9.979035513,0.269968765
7052.5,9.978688614,0.269991733
7053,9.978713648,0.270018332
7053.5,9.978845971,0.270057573
7054,9.978688614,0.270072718
7054.5,9.978627818,0.270112835
7055,9.978345292,0.270141875
7055.5,9.978652852,0.270161651
7056,9.978652852,0.270207401
7056.5,9.978652852,0.270226364
7057,9.978674309,0.270257031
7057.5,9.977858918,0.270291327
7058,9.978277342,0.270311167
7058.5,9.978584902,0.270351221
7059,9.978545563,0.270375942
7059.5,9.978170054,0.270399787
7060,9.976735966,0.270441719
7060.5,9.976997034,0.270457615
7061,9.977115052,0.270493664
7061.5,9.977658646,0.270529901
7062,9.977129357,0.270545735
7062.5,9.976331846,0.270589607
7063,9.976457016,0.27061195
7063.5,9.976936238,0.270637922
7064,9.978187935,0.270681481
7064.5,9.977107899,0.270697002
7065,9.976210253,0.270733114
7065.5,9.976156609,0.270764532
7066,9.976170914,0.270783307
7066.5,9.976467745,0.270827993
7067,9.97617449,0.270851963
7067.5,9.976031439,0.270877873
7068,9.975902693,0.270917114
7068.5,9.975942032,0.270934825
7069,9.97596349,0.270973377
7069.5,9.975909846,0.271002479
7070,9.975949185,0.271023883
7070.5,9.975430624,0.271066754
7071,9.975870507,0.271090474
7071.5,9.975827591,0.27111726
7072,9.975891964,0.271147676
7072.5,9.975748913,0.27116495
7073,9.974414961,0.271209948
7073.5,9.974861996,0.271233105
7074,9.975598709,0.271258764
7074.5,9.975638048,0.271300321
7075,9.974597351,0.271317281
7075.5,9.973270552,0.271354957
7076,9.973431484,0.271383809
7076.5,9.974107401,0.271405526
7077,9.975133793,0.271450712
7077.5,9.973939316,0.271473368
7078,9.973277704,0.271499341
7078.5,9.973270552,0.271541085
7079,9.973535196,0.271557607
7079.5,9.974010841,0.271594094
7080,9.973299162,0.2716257
7080.5,9.973181145,0.271644976
7081,9.973206179,0.271687721
7081.5,9.973259823,0.271711441
7082,9.973317043,0.271738227
7082.5,9.973134653,0.271779471
7083,9.971843616,0.271793302
7083.5,9.97224416,0.271833106
7084,9.973052399,0.271864586
7084.5,9.97322406,0.271884738
7085,9.973052399,0.271927546
7085.5,9.971364395,0.271949076
7086,9.971443073,0.271977614
7086.5,9.971857922,0.272018169
7087,9.972540991,0.272035631
7087.5,9.97186865,0.272072055
7088,9.970963852,0.272101595
7088.5,9.970781462,0.272123375
7089,9.970827953,0.272165932
7089.5,9.971786396,0.272188588
7090,9.97083153,0.272215249
7090.5,9.970520393,0.272257118
7091,9.970498936,0.272274204
7091.5,9.970495359,0.272311505
7092,9.970620529,0.272343298
7092.5,9.970599071,0.272361573
7093,9.97048463,0.272404068
7093.5,9.970155613,0.272430166
7094,9.97052397,0.272454636
7094.5,9.970466749,0.272499823
7095,9.970466749,0.272516095
7095.5,9.97024502,0.272549953
7096,9.968378202,0.272587567
7096.5,9.969501154,0.272601899
7097,9.96932234,0.272645958
7097.5,9.96898617,0.272673245
7098,9.968188659,0.272693523
7098.5,9.968009845,0.272739147
7099,9.968270914,0.272757923
7099.5,9.968435423,0.272788026
7100,9.96842827,0.27282589
7100.5,9.96793832,0.272847544
7101,9.967684404,0.272883343
7101.5,9.96784176,0.272914948
7102,9.967834608,0.272933285
7102.5,9.967816726,0.272978096
7103,9.967795269,0.273002317
7103.5,9.96729459,0.273027288
7104,9.967552082,0.273070972
7104.5,9.967494861,0.273087557
7105,9.967566387,0.273122167
7105.5,9.967620031,0.273158841
7106,9.966354028,0.273176928
7106.5,9.966954843,0.273219674
7107,9.966511385,0.273243706
7107.5,9.967326776,0.273267238
7108,9.966447012,0.273311048
7108.5,9.96560301,0.27333289
7109,9.965191738,0.273361742
7109.5,9.965206043,0.273401233
7110,9.965645925,0.273421948
7110.5,9.965356247,0.273456245
7111,9.965052263,0.273488038
7111.5,9.964927093,0.273507064
7112,9.964955703,0.273552876
7112.5,9.965030805,0.273575844
7113,9.965059415,0.273601692
7113.5,9.964919941,0.273643061
7114,9.964537279,0.273663025
7114.5,9.964505092,0.273696633
7115,9.964973585,0.273730179
7115.5,9.965080873,0.273752396
7116,9.964880601,0.273792451
7116.5,9.963203327,0.273820489
7117,9.963664667,0.273842393
7117.5,9.963872091,0.273885389
7118,9.964669601,0.273909797
7118.5,9.963550226,0.273936834
7119,9.962348596,0.27397645
7119.5,9.962448732,0.273997416
7120,9.962602512,0.274031462
7120.5,9.963167564,0.274063568
7121,9.962387935,0.274083095
7121.5,9.962291376,0.274125653
7122,9.962398664,0.274149873
7122.5,9.962330715,0.27417547
7123,9.962352172,0.274217903
7123.5,9.962302104,0.274242373
7124,9.961501018,0.274269285
7124.5,9.961894409,0.274307274
7125,9.962091104,0.274329992
7125.5,9.962223426,0.274366229
7126,9.961683408,0.274396833
7126.5,9.960034744,0.2744183
7127,9.9604031,0.274461483
7127.5,9.961336509,0.274486767
7128,9.961930171,0.27450886
7128.5,9.961175577,0.27455536
7129,9.960152761,0.2745752
7129.5,9.959709302,0.274604928
7130,9.959723607,0.274644231
7130.5,9.960116998,0.27466601
7131,9.960049049,0.274700307
7131.5,9.959566251,0.274736481
7132,9.95945181,0.274753754
7132.5,9.959523336,0.274794748
7133,9.959516183,0.274823161
7133.5,9.959519759,0.274846505
7134,9.959487573,0.274889877
7134.5,9.958432571,0.274913909
7135,9.959119216,0.274941759
7135.5,9.959512607,0.274982002
7136,9.959119216,0.275003593
7136.5,9.958568469,0.275037765
7137,9.957223788,0.275072499
7137.5,9.957681552,0.275091337
7138,9.957981959,0.275129639
7138.5,9.958217994,0.275160619
7139,9.956955567,0.275183024
7139.5,9.956848279,0.275226395
7140,9.956898347,0.275249927
7140.5,9.956919805,0.275275149
7141,9.956898347,0.275320022
7141.5,9.956826821,0.275340425
7142,9.956726686,0.275371405
7142.5,9.956833974,0.275410708
7143,9.956812516,0.275431799
7143.5,9.956916228,0.275466346
7144,9.956776753,0.275503834
7144.5,9.955961362,0.275520482
7145,9.955711022,0.275561287
7145.5,9.95588626,0.275590765
7146,9.956186667,0.275611605
7146.5,9.955868379,0.275656166
7147,9.954681054,0.275684266
7147.5,9.954255477,0.275706734
7148,9.954330579,0.275749292
7148.5,9.95453085,0.275775453
7149,9.954491511,0.275802239
7149.5,9.954090968,0.27584536
7150,9.954201833,0.275865825
7150.5,9.954087392,0.275897055
7151,9.954123155,0.275934105
7151.5,9.954180375,0.275955572
7152,9.954148188,0.275992059
7152.5,9.953111068,0.276025041
7153,9.953093186,0.276044317
7153.5,9.953801289,0.276088002
7154,9.953297034,0.276115351
7154.5,9.952832118,0.276138069
7155,9.951583997,0.27618238
7155.5,9.951798573,0.276205849
7156,9.952367202,0.276234262
7156.5,9.952442303,0.276276695
7157,9.951980963,0.276301917
7157.5,9.951419488,0.276328515
7158,9.951405183,0.276367506
7158.5,9.951362267,0.276391225
7159,9.951505318,0.276423457
7159.5,9.951319352,0.276459943
7160,9.949806586,0.276482912
7160.5,9.949899569,0.276517584
7161,9.950228587,0.27655113
7161.5,9.950089112,0.276573034
7162,9.949359551,0.276613402
7162.5,9.948787346,0.276639437
7163,9.948730126,0.276663782
7163.5,9.948665753,0.276708656
7164,9.948991194,0.276736631
7164.5,9.949016228,0.276758536
7165,9.948626414,0.276802095
7165.5,9.948701516,0.276823875
7166,9.948633566,0.276853477
7166.5,9.948669329,0.276895785
7167,9.948547736,0.276919317
7167.5,9.947242394,0.276948481
7168,9.946849003,0.276987534
7168.5,9.946866885,0.277009063
7169,9.94798626,0.277043923
7169.5,9.947564259,0.277080911
7170,9.94650568,0.277100062
7170.5,9.946047917,0.277140179
7171,9.946087256,0.277172222
7171.5,9.94700636,0.277195566
7172,9.946373358,0.277234306
7172.5,9.945983544,0.277264848
7173,9.945983544,0.277286565
7173.5,9.945854798,0.277327745
7174,9.945954934,0.277355095
7174.5,9.945876255,0.277379941
7175,9.945311203,0.277425002
7175.5,9.943551674,0.277445655
7176,9.944274082,0.277475321
7176.5,9.944935694,0.277517503
7177,9.945296898,0.277540597
7177.5,9.943716183,0.27757095
7178,9.943240538,0.277609377
7178.5,9.943608895,0.277634787
7179,9.943873539,0.277665954
7179.5,9.943569555,0.277706134
7180,9.943244114,0.277728351
7180.5,9.943068876,0.277761521
7181,9.943222656,0.277796444
7181.5,9.943140402,0.2778196
7182,9.943165436,0.277857088
7182.5,9.942668333,0.277891197
7183,9.941048279,0.277910348
7183.5,9.94159545,0.277951466
7184,9.941856518,0.277984449
7184.5,9.941949501,0.278007981
7185,9.940848007,0.278048786
7185.5,9.940465345,0.278077137
7186,9.940622702,0.278098791
7186.5,9.940905228,0.278142413
7187,9.940622702,0.278168761
7187.5,9.940465345,0.278192481
7188,9.940043345,0.278238105
7188.5,9.939968243,0.278262951
7189,9.939946785,0.278286671
7189.5,9.93975009,0.278332921
7190,9.939074173,0.278356954
7190.5,9.938054933,0.278383615
7191,9.937801018,0.278426486
7191.5,9.938108578,0.278449016
7192,9.938233747,0.278478306
7192.5,9.938165798,0.278522741
7193,9.937650814,0.278544145
7193.5,9.937743797,0.278573873
7194,9.937758102,0.278612613
7194.5,9.937790289,0.27863821
7195,9.93777956,0.278669941
7195.5,9.937353983,0.278708743
7196,9.936048641,0.278729709
7196.5,9.93608798,0.278764569
7197,9.936427727,0.278800743
7197.5,9.93608798,0.278822836
7198,9.935083046,0.278859886
7198.5,9.935004368,0.278893807
7199,9.935007944,0.278915461
7199.5,9.935050859,0.278956267
7200,9.935211792,0.278987997
7200.5,9.935133114,0.279010027
7201,9.934600248,0.279051896
7201.5,9.93488635,0.279081749
7202,9.933920755,0.279103466
7202.5,9.93427123,0.279146274
7203,9.932500972,0.279179632
7203.5,9.932193412,0.279199597
7204,9.932129039,0.279242843
7204.5,9.932232751,0.279272007
7205,9.932193412,0.279295352
7205.5,9.93211831,0.279339036
7206,9.93064846,0.279365196
7206.5,9.930748596,0.279389792
7207,9.931270732,0.27943235
7207.5,9.931785717,0.279463204
7208,9.931356563,0.27948417
7208.5,9.929786577,0.279530045
7209,9.929575576,0.279557582
7209.5,9.929514779,0.279577797
7210,9.92962922,0.27962386
7210.5,9.929536237,0.279654213
7211,9.928452625,0.279675054
7211.5,9.927816047,0.279718425
7212,9.92800559,0.279739454
7212.5,9.929057016,0.279770183
7213,9.92864932,0.279812866
7213.5,9.926921977,0.279839464
7214,9.926811113,0.279865688
7214.5,9.926843299,0.279909622
7215,9.926979198,0.279932966
7215.5,9.927247419,0.279962444
7216,9.926442756,0.280005127
7216.5,9.925806178,0.280028346
7217,9.926153077,0.280055382
7217.5,9.926499976,0.280100506
7218,9.925942077,0.28012191
7218.5,9.924300565,0.280152139
7219,9.924043073,0.280191692
7219.5,9.924025191,0.280217727
7220,9.924128903,0.280247142
7220.5,9.924347056,0.280290326
7221,9.924032344,0.280313357
7221.5,9.923696174,0.280340582
7222,9.92382492,0.28038339
7222.5,9.924078835,0.280407109
7223,9.92400731,0.280435898
7223.5,9.92290224,0.280479332
7224,9.921418084,0.280501988
7224.5,9.921568288,0.280533593
7225,9.921772136,0.280576777
7225.5,9.921618356,0.280598995
7226,9.921586169,0.280628472
7226.5,9.920774354,0.280670529
7227,9.92118205,0.280694499
7227.5,9.921257151,0.280725792
7228,9.92133583,0.280766534
7228.5,9.920645608,0.280789691
7229,9.919118537,0.28082017
7229.5,9.919408215,0.280861851
7230,9.919125689,0.280885821
7230.5,9.919154299,0.2809163
7231,9.919368876,0.280957356
7231.5,9.918621434,0.280986896
7232,9.918528451,0.281011679
7232.5,9.918535603,0.281056302
7233,9.91849984,0.281079897
7233.5,9.918145789,0.281108123
7234,9.91711582,0.281150618
7234.5,9.916618718,0.281175589
7235,9.916586531,0.281202876
7235.5,9.916507853,0.281248
7236,9.916754616,0.281271782
7236.5,9.915996445,0.281299194
7237,9.915735377,0.281342628
7237.5,9.915849818,0.281368851
7238,9.915882004,0.281395262
7238.5,9.915846241,0.281440261
7239,9.915402783,0.281467297
7239.5,9.913500203,0.281493082
7240,9.913600338,0.281537768
7240.5,9.913303507,0.281560424
7241,9.913332117,0.281590026
7241.5,9.913181914,0.281631708
7242,9.913017405,0.281658682
7242.5,9.913174761,0.281683403
7243,9.912902964,0.28172765
7243.5,9.913121117,0.281755313
7244,9.912520302,0.281779345
7244.5,9.910717858,0.281825596
7245,9.9106964,0.281852632
7245.5,9.91054262,0.281874224
7246,9.910817993,0.28191916
7246.5,9.910674942,0.281950077
7247,9.910167111,0.281974923
7247.5,9.909634245,0.282016354
7248,9.909366024,0.28204821
7248.5,9.910127772,0.282070991
7249,9.909405363,0.28211092
7249.5,9.908486259,0.282144653
7250,9.907767427,0.282166057
7250.5,9.907749546,0.282206362
7251,9.907867563,0.282237529
7251.5,9.908039225,0.282263314
7252,9.90759219,0.282303118
7252.5,9.906587255,0.282337415
7253,9.906805408,0.282361072
7253.5,9.907052172,0.2824005
7254,9.906783951,0.282436299
7254.5,9.905500067,0.282460895
7255,9.904895675,0.282495692
7255.5,9.904970777,0.282533931
7256,9.904970777,0.282557651
7256.5,9.905149591,0.282590007
7257,9.904752624,0.28263219
7257.5,9.902943027,0.282650026
7258,9.903486622,0.282687202
7258.5,9.903329265,0.282727819
7259,9.903676164,0.282752978
7259.5,9.90242089,0.282782331
7260,9.902177704,0.282825201
7260.5,9.902206314,0.28285036
7261,9.902174127,0.282877898
7261.5,9.90220989,0.282920956
7262,9.90095104,0.282948243
7262.5,9.899570596,0.282973402
7263,9.899724376,0.283020153
7263.5,9.899792325,0.283043497
7264,9.899956834,0.283069846
7264.5,9.899513376,0.283114719
7265,9.899195087,0.283140191
7265.5,9.899059188,0.28316704
7266,9.899048459,0.283210724
7266.5,9.898930442,0.283241954
7267,9.898014915,0.283265173
7267.5,9.897038591,0.28330892
7268,9.896824014,0.283336582
7268.5,9.896859777,0.283361554
7269,9.896845472,0.283403298
7269.5,9.896319759,0.283434716
7270,9.89544357,0.283459311
7270.5,9.894975078,0.283498677
7271,9.894853484,0.283532473
7271.5,9.894681823,0.283555191
7272,9.894098889,0.283594745
7272.5,9.894055974,0.283630043
7273,9.893705499,0.283654076
7273.5,9.89366616,0.283689311
7274,9.893726956,0.283728239
7274.5,9.893194091,0.283752584
7275,9.891770732,0.283785441
7275.5,9.891363036,0.283825433
7276,9.891327273,0.283847713
7276.5,9.89117707,0.283881321
7277,9.891216409,0.283923754
7277.5,9.890708577,0.283946848
7278,9.888977658,0.283975511
7278.5,9.888931166,0.284019696
7279,9.888713013,0.284044042
7279.5,9.888609301,0.284073832
7280,9.888559233,0.284118893
7280.5,9.887590062,0.284142926
7281,9.887210976,0.284168398
7281.5,9.8874184,0.284212333
7282,9.886699568,0.284240684
7282.5,9.886084448,0.284267595
7283,9.885723244,0.284308901
7283.5,9.885730397,0.284339317
7284,9.885651719,0.2843636
7284.5,9.885687482,0.284406471
7285,9.885193955,0.284437388
7285.5,9.8833629,0.284462359
7286,9.883194815,0.284503478
7286.5,9.883087527,0.284537899
7287,9.883076798,0.284560179
7287.5,9.883248459,0.284596979
7288,9.882465254,0.284636283
7288.5,9.881424557,0.284658688
7289,9.881131302,0.284693485
7289.5,9.881378065,0.284732789
7290,9.880534064,0.284756696
7290.5,9.880169283,0.284788677
7291,9.87989391,0.284833488
7291.5,9.879686486,0.284855267
7292,9.880222927,0.284883618
7292.5,9.879790198,0.284928491
7293,9.878352533,0.284954151
7293.5,9.877637278,0.284980124
7294,9.877640854,0.285025623
7294.5,9.877622973,0.285053536
7295,9.877583634,0.285077882
7295.5,9.87648214,0.285122066
7296,9.875094543,0.285149792
7296.5,9.875108849,0.285177266
7297,9.875223289,0.28521876
7297.5,9.874980102,0.285250115
7298,9.874822746,0.28527227
7298.5,9.872870098,0.285313764
7299,9.873585354,0.285348624
7299.5,9.874390016,0.285373282
7300,9.873878609,0.285410332
7300.5,9.872369419,0.285449698
7301,9.871936689,0.285474795
7301.5,9.872104774,0.285505774
7302,9.87207974,0.285547018
7302.5,9.872072588,0.285573742
7303,9.871289383,0.285601216
7303.5,9.86946548,0.285648155
7304,9.86946548,0.285672
7304.5,9.86943687,0.285697222
7305,9.869476209,0.285742721
7305.5,9.869107853,0.285771197
7306,9.8673519,0.285797044
7306.5,9.867180238,0.285839164
7307,9.867233882,0.28587102
7307.5,9.867251764,0.285893926
7308,9.86673678,0.285935232
7308.5,9.865789066,0.285971656
7309,9.865431438,0.285995689
7309.5,9.8650452,0.286031049
7310,9.865713964,0.286070916
7310.5,9.864254842,0.286098641
7311,9.863793502,0.286127993
7311.5,9.863521705,0.286169112
7312,9.863521705,0.286194834
7312.5,9.862609754,0.286224061
7313,9.862531076,0.286267119
7313.5,9.861286531,0.286294907
7314,9.861261497,0.28632257
7314.5,9.861211429,0.286365753
7315,9.861211429,0.286391851
7315.5,9.861207852,0.286421767
7316,9.85925878,0.286462197
7316.5,9.858593593,0.286490547
7317,9.85858644,0.286519649
7317.5,9.858582864,0.286557451
7318,9.858471999,0.286592561
7318.5,9.857731709,0.286621037
7319,9.856025824,0.286653206
7319.5,9.855911383,0.286691257
7320,9.855832705,0.28671942
7320.5,9.855796942,0.286748522
7321,9.855786214,0.28679277
7321.5,9.854209075,0.286818367
7322,9.854234109,0.286844277
7322.5,9.85400165,0.286891654
7323,9.853990922,0.286920693
7323.5,9.853236327,0.286946666
7324,9.852381596,0.286987096
7324.5,9.851802239,0.287021017
7325,9.851394543,0.287043923
7325.5,9.851541171,0.287083351
7326,9.85058988,0.287121716
7326.5,9.849466929,0.287144184
7327,9.850110659,0.287178105
7327.5,9.849391827,0.287220663
7328,9.849803099,0.287247386
7328.5,9.848951945,0.287274486
7329,9.847718128,0.287318671
7329.5,9.847571501,0.28734577
7330,9.84745706,0.287372056
7330.5,9.847510704,0.287416553
7331,9.84665955,0.28744747
7331.5,9.844917902,0.287474194
7332,9.844889292,0.287512746
7332.5,9.844807037,0.287547168
7333,9.8446318,0.287572014
7333.5,9.844270596,0.287610066
7334,9.843104729,0.287649807
7334.5,9.842128405,0.287674841
7335,9.842060455,0.287706634
7335.5,9.842149862,0.287749568
7336,9.841996082,0.287776041
7336.5,9.841341623,0.287803265
7337,9.839492687,0.287850141
7337.5,9.839378246,0.287875301
7338,9.839428314,0.287900773
7338.5,9.839428314,0.287942704
7339,9.837929853,0.287972933
7339.5,9.836982139,0.287995338
7340,9.836678155,0.288038647
7340.5,9.836656698,0.288069564
7341,9.836699613,0.288097915
7341.5,9.836206087,0.288135716
7342,9.834618219,0.288172767
7342.5,9.834074624,0.288199615
7343,9.83389581,0.288231283
7343.5,9.833927997,0.288273528
7344,9.833885082,0.28830094
7344.5,9.832583316,0.288329166
7345,9.831860908,0.288373038
7345.5,9.831542619,0.288402015
7346,9.831310161,0.288427174
7346.5,9.831063398,0.288472798
7347,9.829768785,0.288503465
7347.5,9.828652986,0.288528687
7348,9.828538545,0.288566488
7348.5,9.828488477,0.288605604
7349,9.828366883,0.288630888
7349.5,9.827251084,0.288664746
7350,9.826038726,0.288704988
7350.5,9.826357015,0.288731587
7351,9.826296218,0.288759062
7351.5,9.825709708,0.288802871
7352,9.825216182,0.288832661
7352.5,9.824393637,0.288856006
7353,9.823327906,0.288901192
7353.5,9.823342211,0.288933799
7354,9.822909482,0.288960084
7354.5,9.822251446,0.288995945
7355,9.820609934,0.289035937
7355.5,9.820481188,0.289060658
7356,9.82052768,0.289093953
7356.5,9.82024873,0.289134321
7357,9.819816,0.289159855
7357.5,9.818542845,0.289189771
7358,9.818732388,0.289233893
7358.5,9.818292506,0.289261243
7359,9.817931301,0.289289156
7359.5,9.817494995,0.289330587
7360,9.815570957,0.289361316
7360.5,9.815613873,0.289389917
7361,9.815363533,0.289427155
7361.5,9.81480921,0.289466083
7362,9.814601786,0.289492619
7362.5,9.812681324,0.289524099
7363,9.812427408,0.289563841
7363.5,9.812098391,0.289593381
7364,9.812177069,0.289621919
7364.5,9.812080509,0.289664102
7365,9.810882456,0.289695081
7365.5,9.810288793,0.289719552
7366,9.809759504,0.289761734
7366.5,9.809462673,0.289794904
7367,9.809237367,0.289819562
7367.5,9.807731754,0.289857426
7368,9.806898481,0.289896354
7368.5,9.806623108,0.289923015
7369,9.806508667,0.28995387
7369.5,9.806083089,0.28999843
7370,9.8047849,0.290026718
7370.5,9.803876525,0.290054005
7371,9.803869373,0.290095061
7371.5,9.803812152,0.290124163
7372,9.80383361,0.290153015
7372.5,9.802428132,0.290191755
7373,9.801158553,0.290228429
7373.5,9.801097757,0.290254965
7374,9.801122791,0.290288511
7374.5,9.800983316,0.290330318
7375,9.799073583,0.290355414
7375.5,9.798344022,0.290384767
7376,9.798179513,0.290428764
7376.5,9.797811156,0.290456238
7377,9.797196036,0.290485403
7377.5,9.795733338,0.290524456
7378,9.795400744,0.290558627
7378.5,9.795268422,0.290583098
7379,9.795479423,0.290622339
7379.5,9.79531849,0.290661204
7380,9.793741351,0.290685299
7380.5,9.792872315,0.290718094
7381,9.792686349,0.290760776
7381.5,9.792439585,0.29078556
7382,9.791459685,0.290815413
7382.5,9.790258055,0.2908611
7383,9.788759594,0.290887135
7383.5,9.78836978,0.290914673
7384,9.787793999,0.290956479
7384.5,9.787919169,0.290991902
7385,9.787554388,0.291019252
7385.5,9.786152487,0.291050607
7386,9.785383587,0.291093165
7386.5,9.785312062,0.291120139
7387,9.785172587,0.291150054
7387.5,9.78477562,0.291192863
7388,9.783309345,0.29122209
7388.5,9.782400971,0.29124969
7389,9.782000427,0.291290808
7389.5,9.782046919,0.291323102
7390,9.781796579,0.291350013
7390.5,9.779697304,0.291385687
7391,9.779171591,0.291423237
7391.5,9.779175167,0.291451714
7392,9.779271727,0.291481254
7392.5,9.778256063,0.29152644
7393,9.776671772,0.291553539
7393.5,9.776521568,0.291580138
7394,9.776575212,0.291623759
7394.5,9.776389246,0.291654426
7395,9.77533782,0.291681713
7395.5,9.774057512,0.291719639
7396,9.773317222,0.291757378
7396.5,9.773159866,0.291782287
7397,9.772830848,0.291816083
7397.5,9.771332387,0.291859079
7398,9.770770912,0.291885176
7398.5,9.768997077,0.291913527
7399,9.769365434,0.291958088
7399.5,9.768818263,0.291988003
7400,9.768324737,0.292013163
7400.5,9.768353347,0.29205353
7401,9.765796308,0.292090267
7401.5,9.766164664,0.292114613
7402,9.765663985,0.292150286
7402.5,9.76552451,0.292192531
7403,9.764737729,0.292220193
7403.5,9.762928132,0.292248231
7404,9.762802962,0.292291165
7404.5,9.76269925,0.292320517
7405,9.761322383,0.29234868
7405.5,9.760496262,0.292388109
7406,9.759984854,0.292422155
7406.5,9.759627227,0.292447439
7407,9.759101514,0.29248499
7407.5,9.757910613,0.292523918
7408,9.757327679,0.292550391
7408.5,9.757048729,0.292579493
7409,9.756544474,0.292625055
7409.5,9.755378607,0.292652279
7410,9.755214098,0.292681194
7410.5,9.754641894,0.292723125
7411,9.753028992,0.292754668
7411.5,9.752131346,0.292780328
7412,9.751916769,0.292819444
7412.5,9.751863125,0.292854741
7413,9.751366022,0.292884407
7413.5,9.749992731,0.292915011
7414,9.749270323,0.292958382
7414.5,9.748980644,0.292984793
7415,9.74886978,0.293012956
7415.5,9.747804049,0.293057642
7416,9.746924284,0.293088746
7416.5,9.746298435,0.293114531
7417,9.74551523,0.293154523
7417.5,9.744964483,0.293190572
7418,9.743970278,0.293218297
7418.5,9.743262174,0.293251279
7419,9.741373899,0.293295151
7419.5,9.741080644,0.293318495
7420,9.740987661,0.293348035
7420.5,9.740948322,0.293393785
7421,9.73992193,0.293422511
7421.5,9.738359096,0.293447796
7422,9.738248231,0.293489227
7422.5,9.738212469,0.2935249
7423,9.738090875,0.293551687
7423.5,9.736002328,0.293584043
7424,9.735347869,0.293628353
7424.5,9.734954478,0.293654764
7425,9.73432863,0.293683741
7425.5,9.733481052,0.293725798
7426,9.732758643,0.293756026
7426.5,9.730355384,0.293781686
7427,9.730183722,0.293822053
7427.5,9.730144383,0.293855912
7428,9.729987027,0.293883574
7428.5,9.729064347,0.293916932
7429,9.727419259,0.29395949
7429.5,9.727397801,0.293987403
7430,9.727165343,0.294016066
7430.5,9.726864936,0.294060502
7431,9.725162627,0.294087413
7431.5,9.724046828,0.294113323
7432,9.723324419,0.294154942
7432.5,9.722659232,0.294191116
7433,9.722444655,0.29421809
7433.5,9.721668602,0.294251511
7434,9.719655157,0.294292003
7434.5,9.719086529,0.294317851
7435,9.719129444,0.294348768
7435.5,9.719097258,0.294392577
7436,9.718171002,0.294424996
7436.5,9.716368557,0.294449154
7437,9.716275574,0.294492525
7437.5,9.716229082,0.294525946
7438,9.715381504,0.29455292
7438.5,9.71381867,0.29458828
7439,9.712974668,0.2946304
7439.5,9.711408258,0.294657123
7440,9.711082817,0.294685287
7440.5,9.711014867,0.294729472
7441,9.710639358,0.294756195
7441.5,9.708522201,0.294784984
7442,9.708046556,0.294826666
7442.5,9.707996488,0.294859836
7443,9.70776403,0.2948885
7443.5,9.706730485,0.294922671
7444,9.705450178,0.294965917
7444.5,9.703690648,0.294990138
7445,9.703154206,0.295018426
7445.5,9.702732206,0.295063174
7446,9.702685714,0.295093653
7446.5,9.701484084,0.295117936
7447,9.699999928,0.295160807
7447.5,9.699896216,0.295193601
7448,9.69915235,0.295221952
7448.5,9.697693229,0.295257062
7449,9.697160363,0.295298368
7449.5,9.695568919,0.295323965
7450,9.694893002,0.295352692
7450.5,9.694571137,0.295397878
7451,9.694485306,0.295425541
7451.5,9.69340527,0.295454392
7452,9.691806674,0.295495198
7452.5,9.691516995,0.295528743
7453,9.690651535,0.295556155
7453.5,9.689757466,0.295592267
7454,9.689027905,0.295631883
7454.5,9.687339901,0.295658043
7455,9.686478018,0.295687709
7455.5,9.686224102,0.295731706
7456,9.685862898,0.295758179
7456.5,9.685315727,0.295785404
7457,9.683627724,0.295827273
7457.5,9.683320164,0.29586232
7458,9.682565569,0.295888231
7458.5,9.681396126,0.295926595
7459,9.680927633,0.295964334
7459.5,9.679708122,0.295992998
